Gene,Hw1-1a,Hw1-1b,Hw1-1c,Hw2-1a,Hw2-1b,Hw2-1c,Wt1-1a,Wt1-1b,Wt1-1c,Wt2-1a,Wt2-1b,Wt2-1c
DDB_G0284019,86,95,133,106,79,48,38,110,52,172,32,55
DDB_G0284251,22,26,22,48,22,12,17,51,14,40,10,13
DDB_G0284661,7,3,6,1,3,2,0,3,2,1,2,0
DDB_G0286311,22,22,48,46,24,23,33,64,38,85,25,22
DDB_G0288475,1,1,1,1,0,0,1,5,0,1,1,3
DDB_G0290965,2,1,2,4,0,0,8,20,11,12,2,11
ddeIM,11,20,32,58,38,34,34,79,47,118,23,32
ddl,1,2,5,0,0,0,0,0,0,0,0,0
ddx21-b,32,36,44,52,35,16,34,72,39,56,17,30
DDX23,22,47,59,65,39,28,10,20,7,34,11,14
DDX5,19,29,37,46,21,13,18,38,26,69,14,19
DDX51,5,14,16,11,2,3,6,2,1,4,2,1
ddx52,11,19,18,17,7,3,3,10,1,12,3,2
Ddx54,17,15,42,33,17,14,35,61,22,67,22,25
DDX55,37,44,56,84,52,32,14,33,14,63,11,8
ddx6,74,104,109,173,100,77,73,156,65,187,39,89
DED1,295,328,406,456,258,210,174,369,179,448,95,128
def,13,13,11,19,12,8,10,22,18,21,11,19
DEGP1,116,107,158,169,106,75,125,265,146,229,67,89
DEGP2,2,2,8,5,4,0,6,5,7,9,5,2
DEK1,248,423,506,516,288,212,121,282,157,738,119,144
denD,53,63,79,54,51,30,18,47,22,62,14,28
Depdc5,2,3,6,5,6,1,3,8,4,8,2,1
der,60,70,90,105,63,31,43,97,34,95,18,46
DER2.2,218,121,161,137,142,80,58,95,73,372,48,38
DES,22,27,37,69,36,27,35,72,39,82,10,22
DES5,25,49,42,54,31,33,16,30,13,72,5,15
desA3,49,80,103,96,59,61,44,87,42,128,33,41
DESI1,47,41,68,97,53,28,39,67,43,129,18,38
desi2,94,148,180,259,151,92,116,178,87,295,47,107
DET1,15,18,24,19,13,18,13,27,16,31,10,7
dfa,53,47,55,29,9,11,44,121,79,74,28,52
DGAT2,332,372,476,549,263,218,215,377,239,571,120,188
DGAT2D,2,3,1,1,2,2,7,19,10,21,4,9
DGCR14,67,59,103,78,56,54,69,108,69,138,22,33
DGK3,54,100,92,129,59,57,37,84,35,115,21,44
Dgkg,1,0,1,0,1,1,1,0,4,5,1,1
DHAR2,18,21,16,26,15,8,9,26,12,22,5,9
DHC1,59,62,53,58,44,32,64,104,42,111,31,31
DHC10,3,1,4,5,2,2,4,10,6,23,9,17
Dhcr24,40,33,47,54,33,18,46,86,48,99,26,37
DHH1,13,14,20,30,27,17,15,38,21,57,6,24
Dhps,119,137,146,184,108,96,60,105,51,191,25,35
Dhrs1,54,70,69,95,44,29,18,50,31,59,12,25
DHRS13,4,4,11,8,2,1,3,6,4,9,0,5
DHRSX,14,33,43,71,33,27,32,49,32,101,18,17
dhx29,2,6,9,8,6,3,14,17,10,10,8,8
DHX30,2,3,3,5,1,0,10,6,4,10,3,5
DHX34,95,78,98,114,73,41,44,90,44,84,23,40
Dhx36,318,345,438,478,215,194,185,428,224,537,125,214
DHX38,167,199,220,232,123,101,75,200,99,211,39,70
DHX8,7,24,27,15,9,17,34,73,44,43,21,37
DIMT1,106,168,193,151,85,65,158,344,154,275,100,131
DIP13,58,80,76,128,102,91,21,58,34,157,21,29
disp1,28,26,52,32,18,15,23,27,21,72,10,10
DISP3,51,91,132,177,92,77,108,204,95,272,68,89
DIT2-1,18,27,51,51,29,10,31,45,28,64,11,22
dj-1beta,33,23,31,42,33,18,12,30,17,38,7,8
DJ1B,21,16,10,18,16,9,7,9,2,17,2,4
dkgB,106,129,155,176,98,81,123,280,154,283,71,113
dlcA,23,21,22,26,10,4,3,7,7,15,2,4
dld,41,54,81,63,50,33,65,109,63,119,45,62
dlpC,186,181,204,221,160,103,132,187,88,244,64,64
Dmc1,4,0,1,0,4,1,4,7,6,3,1,6
dmdB,8,14,13,28,11,4,5,12,6,14,5,6
Dml,3,1,4,4,4,8,4,7,3,7,3,2
DMXL2,38,42,72,66,31,9,27,63,23,78,11,21
DNAAF1,43,49,46,59,34,32,18,48,21,51,6,22
Dnah1,166,190,204,266,147,104,108,238,134,309,81,120
DNAH12,31,64,85,87,60,36,76,175,102,170,56,59
Dnah2,0,4,1,1,1,1,0,1,0,3,0,1
Dnah3,0,2,2,1,2,5,2,5,0,6,3,0
Dnah5,120,128,146,233,116,95,67,123,66,227,26,60
DNAH6,19,23,36,32,26,19,22,75,23,49,17,21
DNAH7,34,59,98,117,59,40,49,101,40,176,41,52
DNAH8,21,51,66,58,43,28,16,41,15,44,11,13
DNAH9,1,2,3,1,1,2,1,7,4,15,0,5
dnaJ,317,364,400,448,251,207,195,429,253,589,129,192
DNAJ1,78,99,132,135,69,50,69,138,69,117,46,81
dnaJ2,1,0,1,3,2,1,9,23,9,7,2,4
Dnajb12,24,36,50,48,29,14,19,46,19,43,8,12
dnajb14,4,8,9,4,2,2,9,14,10,22,5,9
DNAJB2,18,14,24,16,13,13,20,27,24,52,16,13
Dnajb4,31,48,61,46,17,12,15,38,17,50,9,12
Dnajb5,16,19,17,4,4,1,0,3,1,6,0,1
Dnajb8,66,42,58,72,61,33,38,60,20,54,14,26
Dnajb9,30,25,22,26,16,12,8,14,9,11,1,2
Dnajc12,23,26,34,40,31,17,18,22,5,23,3,7
DNAJC17,11,19,24,24,17,12,15,26,11,25,3,14
DNAJC2,65,112,171,174,76,60,64,129,59,156,30,46
dnajc21,8,8,17,20,11,12,13,19,9,27,10,12
Dnajc28,24,36,44,78,35,31,13,32,19,54,7,7
DNAJC5B,4,2,15,9,7,6,4,3,2,5,1,2
DNAJC7,112,142,189,293,135,118,162,349,199,432,119,162
Dnajc9,10,8,9,11,12,7,11,13,6,24,1,5
dnc,226,222,232,295,142,154,105,232,89,294,65,86
dnj-20,8,16,27,37,11,8,5,24,14,31,18,14
dnm1l,4,4,15,6,3,1,4,3,2,6,2,0
Dnm2,3,2,2,2,1,1,1,6,7,1,2,2
DNMT3A,84,174,221,221,140,118,141,304,133,310,101,150
Dnmt3b,290,344,376,467,253,184,204,365,209,533,125,170
DODA,73,106,157,141,97,66,92,148,90,212,45,67
Dpagt1,69,84,114,102,62,38,45,99,60,127,24,39
DPOL,17,20,42,87,39,34,9,53,21,64,22,17
DPP7,9,12,15,21,6,12,6,9,8,27,0,5
DPP8,10,12,42,38,21,8,15,42,22,57,14,21
DRC3,132,164,185,272,138,107,71,138,72,253,47,68
drc7,4,9,11,8,6,2,11,25,8,10,8,12
DRG1,39,56,54,55,32,38,15,37,26,87,13,13
DRM2,10,7,11,19,5,1,4,5,1,7,2,0
drp35,149,135,137,122,95,77,78,108,75,141,35,59
DRP3B,1,2,6,7,3,2,1,9,1,2,5,2
DRP4C,2,6,4,4,3,3,15,40,28,22,4,7
DRS2,5,4,14,15,9,3,9,19,6,14,5,7
dsaVM,75,80,112,126,90,51,51,128,73,142,50,59
DSK1,85,112,132,128,88,66,69,119,59,160,30,52
DSP4,27,21,33,45,23,14,14,27,14,29,5,16
DTC,88,56,73,89,61,46,15,41,21,35,6,13
Dtd1,10,8,10,14,10,4,5,8,5,9,3,2
dthadh,35,50,47,57,35,22,10,33,19,64,12,11
DTX3,6,7,15,28,8,7,9,17,18,31,7,9
DTX36,63,75,41,72,42,32,28,59,21,86,11,26
Dtx3l,55,50,65,60,41,24,14,34,16,54,6,13
DTX46,37,61,83,77,35,20,26,61,33,74,17,23
DTX47,30,37,46,88,34,32,40,50,25,87,16,22
DTX8,27,43,61,74,30,23,9,34,16,41,7,14
DUR3,41,53,44,47,22,14,17,34,23,55,10,14
DUS3,10,17,15,23,9,5,5,27,15,31,7,8
dusp1-a,6,6,7,38,23,25,12,16,7,25,6,8
DUSP5,20,19,24,17,12,10,13,22,10,20,8,5
DUSP9,4,9,12,17,5,6,12,16,10,20,7,3
dVPE,89,73,81,102,55,45,21,61,25,64,16,23
dxs,17,11,23,63,42,24,25,45,27,62,14,20
Dync1h1,61,57,98,100,58,58,32,68,25,108,14,37
Dynll2,75,62,56,75,61,70,43,98,48,127,36,46
Dynlrb1,50,48,53,68,34,41,23,47,22,58,6,14
eag,7,10,9,14,11,6,52,82,38,65,30,37
EB1C,13,13,24,21,19,15,2,5,5,10,1,6
ebh,168,151,189,233,146,128,142,252,95,288,71,105
EBP1,61,95,119,183,139,92,75,155,96,270,41,66
EBP2,52,65,89,61,47,51,28,57,22,59,13,28
ECA1,85,73,106,85,63,22,42,76,35,139,34,31
ECE2,25,26,29,31,20,22,6,21,9,26,8,6
Ech1,72,80,72,89,34,25,14,41,15,49,4,16
ECHIA,96,64,56,65,44,36,10,26,11,39,4,13
ECI1,255,220,237,310,197,164,146,282,168,406,78,129
eco47IIM,10,19,17,40,11,10,18,34,15,43,6,10
ECU01_0970,3,11,5,10,4,7,8,13,4,13,2,6
Edrf1,45,65,105,110,65,39,67,132,73,120,32,61
Eefsec,0,1,0,2,0,0,0,1,2,3,1,0
EFHC1,73,120,175,211,107,96,35,82,41,221,32,52
efp,59,60,83,68,36,37,20,72,26,79,14,35
Eftud2,195,254,307,301,188,117,57,154,68,216,52,63
egl-4,10,12,21,71,31,33,16,42,18,61,16,39
egl-9,10,15,9,16,5,15,15,32,25,26,4,10
egl1,23,25,36,34,23,17,23,58,27,57,19,25
egl5,59,66,78,90,59,31,22,68,45,107,20,41
EGLN1,18,24,29,29,12,5,2,9,4,19,2,6
EGLN2,11,18,21,25,12,10,4,17,7,18,1,2
EGLN3,32,34,41,29,13,13,11,24,10,32,5,7
eglS,52,49,58,69,32,31,32,52,30,66,17,30
Ehd1,22,31,36,65,36,16,27,51,18,52,14,20
Ehhadh,25,53,71,47,23,14,26,45,17,60,18,19
EHMT1,56,69,63,106,49,40,29,76,58,89,16,23
eIF-2gamma,279,180,243,291,221,179,91,149,111,360,55,76
eIF-4E,162,158,186,194,90,118,56,109,57,215,28,42
eif3b,42,32,30,59,36,39,21,71,33,84,16,31
eif3g,63,33,68,90,60,46,24,38,23,108,11,19
eif3k,86,106,112,146,75,83,34,59,29,135,17,35
EIF4-A,41,39,47,64,28,17,25,64,28,67,15,36
Eif4a3,48,63,69,111,73,57,36,67,44,71,21,32
Eif4e1b,43,45,35,42,16,21,16,25,16,48,4,6
EIF4G,10,17,21,26,18,9,18,38,27,29,8,9
Elavl1,17,25,37,29,9,13,2,16,7,23,5,8
ELD1,17,24,33,25,18,12,7,14,5,37,6,10
ELF5A-3,1096,662,602,889,570,565,354,666,314,902,192,290
elmMI,29,46,41,65,38,42,20,17,17,86,12,14
EMB2076,2,4,3,3,0,0,7,8,3,12,5,4
EMB2654,76,70,89,88,53,55,64,143,61,124,43,55
EMB2745,122,205,239,232,93,92,52,121,48,142,34,53
EMB8,1,4,1,5,3,3,2,0,1,2,0,2
EMB976,29,22,34,49,20,23,18,32,10,31,10,17
EMC1,12,7,12,11,1,4,6,4,2,14,2,4
EML6,92,129,104,163,86,58,58,94,42,109,36,43
ENDOG,4,11,13,7,6,4,7,18,12,27,8,9
Endou,1,1,1,3,1,1,0,2,3,7,1,10
Endov,32,52,53,52,23,26,12,32,18,76,6,14
eng1,6,8,15,24,10,7,9,15,6,38,7,12
engB,25,43,41,65,27,19,20,30,22,61,12,17
ENKD1,15,27,24,23,12,5,7,9,5,15,4,3
ENO,96,118,145,173,123,79,58,126,73,194,42,63
Eno2,35,48,59,61,34,43,42,95,40,77,33,36
enol-1,2,2,4,6,5,2,2,11,7,10,3,14
ENT7,66,86,98,145,50,72,75,150,77,181,38,44
ENTPD2,6,7,9,10,2,6,6,27,9,11,7,10
EOGT,3,7,14,19,9,10,23,30,24,25,10,21
EPHX2,2,2,5,9,3,0,0,1,0,4,1,2
epi-1,61,92,135,169,91,57,66,149,88,257,67,64
Eprs,35,44,60,66,41,32,72,125,74,110,39,49
eps15,70,70,103,122,56,38,39,93,43,108,13,17
erd-2,9,25,24,30,14,10,10,26,23,42,3,7
ERD2A,24,25,40,33,21,14,21,33,15,44,10,14
ERD4,62,73,101,117,56,33,100,219,74,151,61,86
ERDJ2,48,43,58,61,42,20,43,63,38,86,14,34
ERDJ3B,39,41,50,61,33,21,18,38,16,44,8,18
ERECTA,35,50,37,60,27,16,31,55,30,48,21,28
ERF2,34,56,69,93,61,44,26,49,25,94,21,28
erg10,447,364,405,429,276,223,178,405,188,594,105,174
ERG3,6,14,24,22,14,2,17,41,26,44,10,7
ERI3,185,128,111,163,132,84,70,154,68,257,53,102
erkA,5,5,11,17,4,3,5,3,2,13,0,0
ERP29,105,103,94,106,79,48,33,69,34,106,21,38
eryA,160,211,226,301,153,92,58,125,54,166,19,55
eryG,22,27,30,35,22,15,27,44,23,47,13,15
esf2,5,4,10,11,2,0,1,5,3,1,1,1
Esi_0076_0031,9,18,16,20,14,9,7,10,3,13,0,2
esrp1,3,4,10,16,8,4,5,6,4,10,2,4
ESS1,11,10,18,36,11,9,36,51,46,64,19,39
est,62,57,83,76,47,48,48,100,58,106,29,53
estA,12,23,23,9,2,7,18,37,14,24,10,23
esyt3,211,276,323,457,248,166,267,550,267,574,139,236
ETFB,55,29,41,48,43,38,19,34,24,56,7,9
etfdh,2528,1930,1679,895,2546,2321,4113,1771,1159,2416,886,3534
ETHE1,27,59,70,32,18,12,28,56,32,44,11,10
ETN8,67,94,116,160,109,73,68,123,65,143,29,47
Evi5,1,4,6,6,4,2,19,20,12,25,6,5
exd1,259,206,208,260,153,146,105,208,100,355,50,77
EXD3,15,14,24,30,18,12,10,30,19,30,11,16
exgA,34,38,21,44,20,22,27,45,20,42,13,16
exo1,37,48,57,72,49,52,6,33,9,63,8,13
EXOSC2,36,26,37,30,8,16,12,15,6,24,4,11
Exosc8,8,15,8,5,3,4,0,4,1,0,0,0
EXPA10,224,210,235,306,170,194,89,209,89,289,45,84
F8H,7,2,3,8,4,6,2,9,13,13,5,8
FAB1D,5,1,3,14,7,1,16,30,15,16,9,16
fabG,2,4,5,5,3,2,0,2,0,3,1,1
FACE1,103,96,73,87,44,43,101,171,119,223,69,74
FAD2,94,81,76,108,32,48,49,65,31,84,12,49
FAD4L1,16,14,20,29,16,11,17,6,2,15,5,7
fadA,2,2,7,2,1,3,5,5,3,10,1,1
fadB,2,1,1,12,2,4,4,3,1,3,2,2
fadD29,6,9,19,9,5,7,13,23,13,26,8,13
FADS2P1,222,265,273,178,87,101,79,200,116,185,50,81
faeC,2,8,11,11,4,2,5,24,5,8,1,6
Faf1,24,23,39,44,20,9,7,12,3,23,5,4
fah,21,32,51,54,33,18,35,60,36,67,12,21
FAL1,15,10,24,13,7,3,8,11,3,19,1,3
FAM184A,3,7,10,8,5,3,30,50,27,34,19,24
Fam221a,16,13,20,10,13,8,2,4,4,11,2,2
Fam3b,2,3,12,8,10,4,6,11,6,18,6,5
FAM3D,34,59,69,66,30,20,22,54,23,59,14,15
FAM72A,57,71,97,59,35,23,36,85,39,68,24,42
FAR1,2,10,6,11,7,8,12,25,13,20,3,10
FAZ1,68,127,239,262,125,94,114,258,124,244,69,125
fba,77,75,102,142,65,40,80,149,67,113,37,58
FBA1,103,114,120,185,86,89,39,95,55,140,25,57
fbaA,8,5,11,16,8,6,0,3,0,3,0,0
FBL4,0,0,0,1,5,0,0,0,0,2,0,0
fbp,65,51,51,78,28,37,17,35,22,54,5,18
FBXO18,23,33,47,46,25,13,36,46,31,49,14,28
FCA,14,26,23,36,15,13,11,25,17,40,12,19
FCP,269,219,173,297,134,146,56,121,79,83,16,30
FCPA,0,1,2,4,0,2,0,0,0,2,0,0
FCPB,162,189,185,289,129,94,94,184,73,206,65,103
FCPE,721,850,796,1225,561,494,269,613,289,525,126,273
FCPF,490,602,479,929,441,437,339,868,427,699,238,356
fcsA,5,5,1,1,9,8,3,5,2,13,5,3
fd1,459,468,415,159,103,94,190,362,194,248,65,130
Fdft1,8,21,28,32,24,15,18,34,26,57,9,14
fdhC,386,405,372,559,312,311,260,505,285,546,134,221
Fem1b,8,6,13,10,4,6,15,30,15,42,10,10
FEN1,16,26,33,51,17,9,16,35,16,38,12,15
Fer1l4,4,11,14,28,11,13,16,10,9,18,5,7
FES1,128,157,168,133,77,78,78,160,98,149,26,65
fft1,22,40,60,38,21,28,24,75,30,73,20,37
FGRAMPH1_01T20223,11,7,19,16,4,6,6,6,4,7,0,5
FH11,36,48,62,116,50,34,22,58,35,56,13,21
FH14,63,65,68,18,9,9,18,42,18,24,8,22
FH7,8,10,12,16,3,6,9,18,11,15,7,6
fhaB,4,14,16,28,7,9,3,12,7,9,2,2
fhkA,115,98,94,136,72,71,51,107,48,121,28,41
fhkC,30,52,73,57,36,20,34,85,51,75,22,34
fhkD,8,16,16,24,18,16,10,26,9,32,6,7
fhkE,67,75,99,116,73,49,63,99,65,160,30,51
Fig4,4,18,28,40,19,15,16,24,17,48,12,20
fimA,3,10,9,5,7,4,28,51,12,22,13,22
fkbp1a,43,37,40,45,17,17,18,41,16,25,8,10
FKBP20-2,3,0,7,2,1,5,0,1,0,2,0,0
fkbp4,52,58,61,48,18,17,27,55,18,45,10,11
FKBP5,9,7,4,14,3,6,1,6,0,4,1,1
FKBP59,12,11,9,24,20,10,13,19,8,19,11,6
FKBP62,40,39,45,45,20,16,50,74,57,87,24,34
FKBP65,34,44,55,58,30,22,18,32,22,44,6,10
FKBP70,1,6,5,6,3,3,2,7,6,17,6,6
FKS1,24,38,40,58,33,16,30,58,31,44,13,26
FLA10,137,200,289,267,155,123,161,232,144,270,101,160
Flad1,83,74,76,100,45,52,44,73,40,87,22,18
flaEY,9,19,34,30,12,9,22,28,24,36,11,16
flpA,3,15,20,14,9,5,21,49,20,38,9,21
FLS2,0,0,1,3,0,0,0,1,1,2,0,0
FMN2,6,10,12,11,6,8,6,36,14,16,16,8
FMO1,52,96,110,105,81,55,31,61,58,161,15,17
fmt,11,29,26,46,22,9,13,22,10,27,9,6
FNTB,14,24,26,30,25,14,5,6,2,36,2,1
FOLD2,156,155,133,160,88,72,59,99,56,181,39,41
FOLR3,6,3,4,7,2,0,7,25,21,15,4,8
for,22,32,48,87,32,25,61,93,34,84,32,45
foxred1,18,9,13,19,5,8,15,22,11,20,4,10
FPR1,0,0,1,0,0,2,0,1,2,0,0,0
FPR2,12,8,6,22,7,20,5,14,9,23,5,10
Fras1,102,191,249,194,113,103,85,197,80,253,63,95
FRQ1,128,89,100,130,91,80,61,112,58,172,36,46
frs-2,67,65,104,58,47,30,36,75,27,66,10,27
FTCD,245,380,431,512,227,205,141,279,134,419,47,100
FTH1,11,21,19,42,23,16,22,36,12,32,7,10
FTR1,7,4,5,13,7,11,6,13,8,18,4,8
ftsH,170,186,218,290,135,102,147,309,132,241,70,122
ftsH1,20,24,26,56,35,24,35,71,24,65,23,27
FTSH10,14,17,36,53,28,10,46,97,37,88,16,24
ftsH3,33,43,47,63,34,25,27,56,24,28,14,15
Fubp1,103,152,227,260,160,135,109,247,105,354,74,90
FUC1,41,41,52,38,42,18,16,35,22,60,8,21
fucT,27,16,22,21,16,9,29,68,41,52,17,27
FucT6,3,9,6,11,3,6,11,7,6,14,3,6
fumB,75,133,169,227,123,99,117,232,153,353,70,128
fusA,450,504,560,763,376,285,223,476,195,464,123,189
fusA2,1,2,4,4,7,6,10,14,6,13,3,4
FV3-083R,28,54,59,53,21,20,12,37,17,59,20,11
FXR2,168,192,229,221,149,129,51,88,28,170,25,51
GA11319,12,20,26,39,20,11,28,26,20,54,18,19
Gaa,21,25,31,90,41,24,40,71,34,61,10,19
gab-1,62,67,59,74,53,62,51,88,58,89,23,64
Gabbr1,22,53,71,86,35,21,17,31,18,125,9,25
GABBR2,74,123,159,176,110,49,60,131,50,181,33,60
GAK,11,8,7,12,10,8,17,22,10,17,8,10
galc,151,190,212,211,144,102,88,189,107,290,64,83
galD,6,6,7,13,4,5,7,19,6,18,5,5
galE,53,56,98,135,93,72,241,511,334,337,116,128
GALNT12,55,62,54,135,84,65,64,119,61,122,32,60
Galnt3,68,116,151,141,76,63,36,98,54,172,28,61
GALT3,38,44,43,33,20,12,11,15,14,8,2,4
GALT4,7,8,10,16,9,5,17,39,12,28,12,24
Gamt,16,15,16,15,10,11,7,15,10,16,4,9
GAPC1,6,7,9,16,3,5,12,16,6,15,7,8
GAPDG,207,167,169,214,128,114,73,132,53,178,34,74
gapN,140,157,193,297,168,120,63,137,56,232,24,44
garR,6,1,12,5,1,4,0,2,0,0,1,1
Gars,19,23,40,48,22,27,23,64,40,92,13,24
GART,14,9,19,19,19,9,12,23,7,32,15,16
GAS8,84,99,134,137,94,88,33,84,48,232,27,51
GATL10,112,140,167,200,134,101,95,160,110,246,57,81
GATL4,39,40,40,52,24,40,30,66,26,61,18,31
Gba,95,113,167,236,136,107,72,156,89,295,49,63
gba-3,55,51,76,68,44,28,24,54,24,72,17,20
GBE1,32,58,82,110,77,31,47,102,44,89,34,46
gbh,38,45,55,79,31,29,49,94,39,105,21,36
Gcfc2,15,17,13,38,14,8,12,24,7,20,7,8
GCLC,16,13,32,35,30,9,17,52,26,34,10,25
gcn2,46,50,64,93,59,42,31,107,53,140,25,58
GCP3,60,73,98,111,51,39,42,54,24,66,12,21
gcy-21,35,63,100,100,56,40,49,111,60,122,36,48
gcy-28,7,32,47,46,11,8,7,15,12,35,10,4
GDA1,24,27,33,34,20,12,21,56,21,45,16,18
GDCST,41,56,61,72,32,25,22,27,20,70,11,22
Gde1,74,72,82,56,32,17,17,48,32,59,14,20
gdi1,54,47,92,87,76,39,16,52,27,118,8,17
GDPD1,4,3,14,9,3,5,10,19,13,12,4,13
gefF,1,0,3,0,0,0,0,2,0,0,2,1
get3,46,39,57,28,22,13,11,40,14,41,4,11
GF14F,62,81,83,118,64,64,28,48,10,67,9,13
GG18702,39,49,32,19,14,9,18,29,4,20,10,6
gghA,37,30,40,18,11,9,23,47,19,15,6,21
ggs,106,162,165,132,93,76,44,107,58,158,41,68
ggt,1,0,2,2,1,0,0,2,1,1,0,0
ggtb-1,11,13,6,11,2,4,1,5,4,3,1,1
GID1B,94,88,133,25,13,4,41,58,29,37,16,29
GIMAP6,33,47,59,102,33,40,30,78,39,82,17,31
Gins2,76,61,75,84,39,30,13,45,13,79,17,15
GIP,928,1037,1230,1593,911,683,591,1146,613,1738,360,533
GIT1,29,33,25,46,19,16,36,53,14,35,6,21
GK2103,2,5,2,10,3,3,2,5,9,12,3,4
GL12933,4,2,2,4,2,1,1,3,2,2,1,2
GL14463,6,2,10,4,4,6,4,11,2,6,3,5
Gla,12,20,28,16,13,11,2,16,3,13,3,7
glaA,11,8,11,8,11,6,2,5,3,8,1,6
GLCAK1,3,1,3,1,1,4,4,3,3,3,4,5
Gld,4,1,1,1,3,0,1,5,0,4,1,3
gld-2,5,7,6,18,5,4,9,18,6,15,0,10
glgB,52,55,101,157,104,68,79,190,83,225,59,96
Glipr2,59,58,54,89,38,41,31,52,34,79,14,16
glk,20,38,63,47,46,25,25,54,21,67,18,15
GLN1,249,280,296,478,244,222,191,389,192,433,100,196
glnA3,73,101,110,150,87,72,42,92,66,152,23,55
glnS,30,45,63,85,44,32,18,41,11,69,7,11
GLO1,126,118,145,162,92,55,64,97,54,136,24,47
GLO5,7,9,23,84,38,24,28,60,24,67,15,29
gloB,54,60,66,119,73,63,47,120,52,119,23,39
gloC,113,112,94,118,78,76,36,68,41,122,10,20
glpF,13,7,4,13,11,6,5,8,6,12,2,6
glpV,13,19,17,26,10,7,6,9,10,21,7,7
GLR3.1,2,4,4,3,2,3,7,9,6,6,11,9
GLRX,83,37,53,64,45,46,29,40,36,142,14,10
Glrx5,100,126,138,187,101,86,40,98,65,173,28,40
glt-1,64,70,75,80,38,29,20,44,19,43,8,16
GLT1,10,7,3,10,7,1,4,21,5,18,11,11
GLT8D2,0,0,0,9,7,7,14,15,11,23,6,10
gltB,12,11,12,21,8,2,4,8,3,9,3,3
gltp,10,21,14,25,7,5,20,31,22,42,8,14
gly-6,1,1,0,1,0,1,0,4,2,0,0,0
GLY1,45,51,98,75,31,24,33,66,32,90,17,15
GLYK,3,2,4,4,9,0,19,30,18,17,0,4
glyQS,10,19,18,25,16,17,12,12,9,42,7,3
GONST4,319,321,327,377,221,226,158,294,174,406,75,107
GONST5,30,20,20,22,11,9,7,22,7,27,6,10
Gorasp2,99,105,86,100,71,53,34,79,36,85,12,34
GORK,6,13,15,29,8,9,12,20,21,34,14,12
Gp1ba,53,84,123,131,42,57,42,109,57,119,27,30
Gp5,3,0,3,1,0,1,2,4,4,6,3,2
GPATCH1,144,159,202,200,131,89,70,162,90,198,47,57
Gpatch3,6,5,8,10,11,9,8,28,14,13,7,12
Gpatch4,44,33,42,61,41,26,41,64,49,118,23,35
GPD,27,32,46,59,29,12,6,14,11,33,6,8
GPD1,47,68,79,135,87,72,58,122,58,152,44,52
gpi3,10,23,19,22,7,4,15,26,12,22,9,12
Gpld1,6,6,15,9,6,4,7,18,12,24,3,7
gpmA,14,15,40,52,23,18,20,34,19,40,7,13
gpmB,36,35,45,55,27,33,30,52,25,81,24,17
gpn1,10,2,4,5,4,7,3,6,2,13,4,13
GPR125,5,5,8,8,4,3,5,23,3,13,7,3
GPR155,18,33,38,26,19,15,41,68,40,84,18,29
gpr180,36,28,34,37,27,23,24,52,28,44,13,25
gpt,77,139,194,231,124,70,111,195,118,260,71,78
GPT2,35,52,59,57,28,24,27,94,37,64,18,27
gra-orf6,26,38,49,60,34,33,18,37,32,80,10,7
GRC3,0,2,1,20,12,7,8,15,12,37,4,13
GRINA,7,6,6,19,18,7,12,18,13,15,2,10
GRM8,12,9,7,6,8,5,9,26,10,21,5,8
groL1,0,0,0,1,0,0,0,0,1,6,1,3
groL7,10,10,14,26,12,5,11,12,9,21,4,9
grpE,7,7,16,25,8,7,19,40,25,34,12,14
grsT,40,28,74,70,43,36,17,42,29,85,21,28
grtp1,19,19,23,27,26,14,10,26,12,45,13,27
grxB,74,89,74,93,61,57,45,60,37,101,26,31
GRXC1,15,17,20,8,4,11,4,10,9,12,6,4
GSC2,35,44,54,35,34,13,21,39,20,38,7,17
gsdA,80,75,119,141,78,76,68,163,81,181,57,74
gsk-3,10,19,11,24,8,7,1,0,5,7,1,4
gsk3b,45,49,50,46,28,22,10,26,10,66,10,16
gskA,8,10,23,8,9,2,6,24,5,23,0,3
gsp-2,7,10,10,32,10,20,18,26,20,25,6,6
GSP1,0,0,0,1,2,0,6,9,3,5,2,0
GSPATT00010582001,58,55,45,71,43,21,28,33,20,38,7,18
GSPATT00020181001,29,36,52,44,23,24,245,201,194,143,91,127
GSPATT00029660001,0,2,2,21,4,6,3,6,3,10,4,10
GST,87,89,138,99,25,38,29,63,39,97,32,24
GST1,152,150,168,225,151,124,72,146,72,277,33,57
gstB,5,8,11,4,4,1,0,2,4,4,2,2
GSTL1,3,9,11,14,7,3,5,20,3,11,0,4
GSTL3,98,94,107,81,48,30,52,113,50,117,28,41
Gstm2,7,9,10,3,2,4,7,8,2,10,2,1
Gstm6,65,52,59,66,38,39,20,63,27,83,16,25
GT11,32,46,55,60,28,27,19,34,12,62,19,20
gtb1,27,32,37,80,37,34,21,36,16,38,8,21
GTF3C5,80,98,103,154,76,40,42,84,33,107,23,36
guaA,98,133,158,171,85,81,91,155,88,262,41,59
GUCY2D,48,68,81,105,53,56,41,84,43,137,54,59
gudu,50,48,57,85,41,21,22,31,20,47,10,12
GUSB,65,100,148,185,87,52,107,199,92,210,61,74
GUT1,0,2,0,5,0,3,2,8,2,1,1,2
GUX2,15,24,20,21,10,9,3,6,7,11,0,3
GUX3,6,7,7,11,10,8,6,17,7,6,5,4
Gvin1,31,33,69,70,64,21,53,99,66,160,31,42
gyaR,83,119,148,165,87,81,49,69,44,111,24,29
