Gene,Hw1-4a,Hw1-4b,Hw1-4c,Hw2-4a,Hw2-4b,Hw2-4c,Wt1-4a,Wt1-4b,Wt1-4c,Wt2-4a,Wt2-4b,Wt2-4c
kefB,45,41,35,68,37,43,34,29,76,44,95,160
kefC,10,8,4,26,13,19,59,44,131,38,56,163
kel-10,15,8,16,32,14,10,31,47,81,36,13,43
Ken-052,12,10,6,21,35,9,6,11,13,15,12,34
Ken-052,30,11,19,16,18,16,12,7,20,15,4,20
KGD2,38,33,27,61,53,37,18,28,60,25,6,44
Khc,31,24,23,55,42,32,36,55,139,54,26,103
Khc,20,25,13,44,16,17,20,14,65,21,14,58
Khsrp,47,48,25,73,63,40,29,31,79,25,33,55
KHSRP,0,2,0,0,0,0,300,344,615,339,248,678
Kiaa0556,30,13,11,22,27,14,12,9,54,18,24,50
KIAA1324,71,50,43,65,51,48,19,22,35,43,33,83
kiaa1324l,0,1,0,3,4,2,7,6,12,6,4,13
KIDINS220,26,21,9,24,16,16,11,7,27,7,15,30
Kidins220,10,8,6,22,7,14,3,4,12,5,1,4
kidins220,30,28,18,43,32,22,17,28,47,16,10,32
kidins220,6,3,1,8,7,4,13,12,37,8,6,18
kidins220,8,7,1,8,4,6,11,4,19,11,2,21
Kidins220,39,27,18,43,27,29,8,13,28,21,11,17
kidins220,30,20,10,27,26,18,10,16,47,14,12,21
kif1,160,118,116,156,117,114,88,53,189,72,74,184
kif1,20,15,11,31,20,14,26,12,44,15,28,70
kif1,98,69,74,161,77,86,63,59,188,74,96,186
kif1,24,30,13,39,30,17,9,10,25,31,18,33
kif1,14,7,5,22,12,16,14,23,42,15,15,34
kif1,56,29,19,139,95,80,55,33,135,50,82,169
kif1,74,68,49,114,63,81,24,23,60,17,60,65
Kif11,16,12,12,31,17,29,17,21,76,25,9,32
kif11-b,48,33,29,43,38,38,16,13,43,20,17,55
KIF13A,34,13,6,32,27,23,17,22,72,26,29,58
KIF13B,141,114,88,182,124,117,79,63,229,90,37,123
KIF13B,73,29,42,142,84,88,63,54,166,48,39,109
KIF13B,2,2,3,5,9,5,3,4,15,7,1,7
Kif15,6,9,3,13,6,4,7,7,14,5,13,19
KIF16B,20,14,20,33,10,16,10,9,16,6,9,29
KIF18B,86,69,60,139,74,73,39,40,86,36,42,87
kif19,151,106,101,196,163,110,49,64,147,74,69,155
kif19,60,54,37,67,41,33,30,27,79,30,24,85
kif19,92,64,48,168,141,117,91,81,240,92,88,235
KIF1C,24,20,23,31,23,29,29,21,61,28,47,84
Kif21a,13,9,10,14,15,8,13,4,29,13,14,33
KIF27,111,92,51,119,55,53,52,40,112,24,21,44
Kif2b,30,21,22,48,23,17,12,11,37,12,12,27
Kif3a,29,14,12,24,21,9,10,8,14,12,5,15
KIF3A,86,63,59,153,94,81,5,14,22,11,17,38
KIF3A,101,99,91,146,75,76,50,62,126,47,81,157
KIF3A,128,90,80,207,116,124,51,36,110,55,48,129
KIF3A,116,86,47,143,88,76,120,113,296,114,80,240
kif5,146,96,66,206,150,96,69,64,222,76,77,151
KIF6,150,107,85,219,141,142,59,51,158,59,84,170
KIFC3,25,15,10,24,10,7,26,21,43,17,18,52
KIN10,11,4,6,16,9,10,10,11,37,7,8,24
KIN10,39,28,21,50,37,29,21,8,36,19,23,45
KIN10,126,94,62,162,138,104,111,88,314,143,100,238
KIN14E,31,32,11,70,37,34,1,8,9,3,3,11
KIN14E,4,3,0,36,24,19,9,10,31,19,13,33
KIN14I,14,2,5,35,36,26,16,11,55,28,17,56
KIN14N,156,102,99,234,151,133,120,80,238,102,134,257
KIN14P,127,79,58,176,133,100,78,55,163,68,44,131
KIN14Q,17,14,12,19,15,19,10,16,17,10,10,28
KIN4A,231,212,157,386,276,206,122,137,327,82,113,221
KINB2,49,42,35,72,43,27,31,18,88,32,36,72
Klc1,0,0,0,1,0,0,2,1,2,2,1,0
Klc1,39,36,18,131,86,89,49,43,124,84,112,217
KLC1,3,2,1,8,8,5,4,10,14,10,6,20
KLC1,405,348,323,646,487,401,342,419,951,294,297,663
Klc2,47,31,22,67,46,42,32,21,87,28,36,75
KLC3,42,21,13,30,24,23,19,15,52,22,18,49
KLC3,1,0,1,18,5,7,4,7,13,5,4,17
Klc4,157,102,111,251,131,139,72,80,205,82,57,129
KLHDC3,8,9,8,12,7,9,10,6,33,4,17,37
Klhl1,56,49,31,55,34,36,24,29,62,34,22,63
KLHL12,21,15,16,25,13,17,20,28,69,21,30,56
Klhl12,33,24,19,60,43,24,19,22,63,14,11,40
Klhl17,26,17,7,21,23,13,7,12,31,9,9,18
Klhl17,32,37,28,44,31,39,8,8,35,10,29,50
KLHL24,24,21,4,9,8,14,17,10,14,11,16,31
KLHL24,10,5,6,7,5,6,7,1,3,1,2,7
KLHL3,23,17,16,29,19,24,3,3,17,4,9,10
klhl36,28,18,12,12,10,7,17,22,72,20,21,55
KLHL4,3,6,2,9,5,6,15,12,22,17,10,17
klhl40a,7,8,4,9,4,3,8,10,21,10,11,21
KLHL8,50,49,29,68,49,36,27,42,81,25,21,45
kmo,5,5,1,5,6,1,10,13,41,19,10,41
kmo,90,65,43,130,96,71,24,31,83,47,25,67
kpna5,46,37,20,69,38,34,24,15,54,19,26,51
KRS1,80,65,50,91,55,55,25,22,46,36,60,99
KTR3,2,1,2,4,2,1,3,3,2,0,1,2
l(2)03659,43,18,15,37,37,25,18,28,61,23,10,37
l(2)04524,31,23,35,76,35,39,75,42,152,53,45,124
L1818,53,60,38,55,37,42,29,30,86,32,32,76
L96,1023,707,596,1599,1196,978,781,728,2040,1021,861,2222
L96,31,33,10,63,37,32,56,45,134,75,80,158
lacC,2,2,0,2,1,4,1,2,8,5,7,10
lacC,119,114,79,169,113,118,87,110,239,95,67,174
Lace1,110,79,74,167,90,97,38,27,110,34,38,86
Lace1,117,82,74,131,78,80,129,106,308,133,140,292
LACS5,26,23,14,50,41,41,38,38,86,39,45,87
LACS8,419,285,233,732,518,456,333,293,844,375,453,867
lact-2,43,22,22,60,49,28,33,55,115,41,36,73
lacZ,39,27,15,52,34,20,52,37,76,28,31,58
Lamb2,282,297,219,444,330,239,152,163,401,165,145,422
Lamb2,44,32,33,78,57,35,2,2,12,5,6,10
LANCL1,214,185,167,304,178,176,81,103,237,83,52,175
LARP1C,17,9,4,25,14,20,36,53,95,42,36,86
LARP4B,28,21,25,37,21,30,26,18,63,29,44,83
larp7,48,23,32,92,70,52,15,27,60,20,13,47
LC1,68,62,30,91,72,44,24,26,70,28,32,80
lcb4,25,28,12,33,24,16,30,28,73,23,28,44
LCD,50,36,28,63,40,34,27,23,89,33,24,82
LCD,1,2,2,6,3,3,5,4,18,3,7,11
LCMT1,36,16,25,39,24,18,8,11,34,14,14,26
LCP2,133,108,85,189,115,99,40,34,99,51,33,64
LCY1,371,268,247,609,367,364,201,264,610,260,319,733
LDJ2,29,20,14,48,39,25,11,14,39,16,4,25
LDJ2,35,31,9,42,26,35,14,11,37,14,5,27
Ldum_2097,2,3,1,2,3,5,8,5,11,7,6,17
LECRK53,40,26,17,48,43,30,39,54,121,65,49,111
let-2,35,32,27,66,50,35,21,20,84,24,8,27
let-70,81,49,70,106,82,58,39,46,112,36,31,65
LEUA,215,165,98,212,141,146,113,95,303,109,124,265
Lgals3,212,187,131,354,227,229,180,188,507,199,223,442
lgals3bpa,27,12,13,27,17,11,11,12,45,19,33,54
Lgmn,144,103,66,234,147,136,119,109,288,148,118,259
Lgmn,30,26,39,74,54,55,39,30,77,34,45,79
lgrC,10,3,5,17,5,5,7,7,22,9,4,18
lgrC,56,35,23,60,38,38,51,55,118,58,52,95
lgrC,17,13,11,25,20,19,31,37,84,28,30,58
lgrE,436,338,315,614,422,327,234,239,660,200,287,564
licB,377,242,187,581,411,374,128,99,305,128,133,354
licD,127,95,69,332,228,190,96,123,329,116,143,287
Lig4,5,1,2,5,2,3,3,4,9,1,3,10
LIM15,1,2,3,3,2,8,13,16,33,10,6,15
limG,14,9,9,38,26,19,17,25,36,19,19,35
lin0792,131,116,121,167,111,98,49,45,140,51,75,144
LIP,15,8,5,10,5,9,23,22,69,27,48,97
LIP,55,44,32,67,50,29,25,26,74,35,15,49
LIP,31,24,16,29,32,20,12,11,29,15,16,40
LIP,14,19,16,3,5,3,12,17,19,13,4,21
Lipase,32,22,31,58,31,42,23,29,71,50,47,103
livC,7,3,3,12,10,5,0,0,14,3,0,4
LK07_010050,51,29,24,74,42,37,45,30,81,29,44,109
lkhA,29,32,21,51,39,30,39,24,82,43,42,111
lmbrd1,21,12,7,26,13,12,15,14,52,23,27,48
Lmf1,18,21,3,24,16,13,32,28,70,17,27,56
LOJ,7,6,0,9,5,6,14,7,22,10,13,25
Lonrf3,104,83,63,165,109,91,44,37,120,47,40,119
LPAT1,9,6,3,24,11,10,7,10,30,9,4,37
LPEAT1,48,32,21,64,40,43,49,33,111,45,44,123
lplA,24,7,4,11,6,4,27,19,58,25,11,34
LPP,107,68,51,84,71,49,26,26,65,26,14,63
LPPD,129,94,87,138,86,83,49,70,175,72,74,142
Lrguk,40,30,26,48,31,25,17,23,55,24,15,33
LRGUK,39,19,22,67,33,41,25,32,63,24,43,82
Lrguk,61,43,37,83,60,38,28,40,97,79,56,108
LRK10L-1.2,489,422,256,359,285,254,190,187,571,266,296,756
Lrp1,10,3,5,13,7,10,8,5,16,15,13,43
Lrp4,181,136,111,257,176,144,81,79,207,66,68,131
LRRC15,2,3,0,0,0,1,6,5,7,9,9,23
Lrrc15,1,0,0,2,4,1,3,4,3,5,8,18
LRRC15,0,0,0,1,0,0,1,0,1,2,0,2
LRRC15,7,2,1,3,3,4,9,4,14,7,10,21
Lrrc15,0,1,0,4,6,2,8,12,11,6,10,29
LRRC15,7,1,0,0,0,0,8,6,13,10,20,44
Lrrc34,212,167,123,199,106,125,53,48,137,68,116,233
LRRC45,84,58,67,146,91,100,66,46,133,73,127,228
LRRC48,24,13,21,29,22,15,10,9,25,12,5,5
Lrrc49,25,12,13,37,23,20,24,23,53,18,18,52
lrrc6,53,28,42,54,24,30,33,39,87,41,33,73
Lrrc61,35,32,31,46,36,31,39,44,79,37,44,81
lsm14a-b,6,6,7,16,18,13,4,4,17,11,2,9
LSMT-L,37,23,17,22,11,16,15,15,39,7,15,36
lsrG,32,42,32,77,37,38,13,23,58,23,21,31
lsrG,10,5,5,9,8,12,9,7,22,4,16,20
lsrG,113,84,57,137,87,73,42,38,125,42,31,107
LTA4H,65,55,31,98,60,42,113,125,310,113,140,308
ltaA,9,9,7,17,7,8,2,6,18,4,2,10
LTO1,84,67,58,74,61,36,29,49,84,54,43,94
LUL3,26,20,14,30,18,14,22,36,85,25,31,69
LUL4,21,19,14,19,8,8,16,11,48,21,17,53
lyrm4,52,34,37,67,23,29,15,16,39,19,37,56
Lztr1,91,77,87,141,89,92,53,47,118,67,84,153
LZTR1,30,27,10,52,44,36,21,18,70,26,44,73
mag1,19,23,7,15,13,13,9,11,35,16,7,24
Maged1,140,110,81,139,118,99,35,40,103,47,51,132
mago,3,5,4,17,10,17,8,14,17,4,13,16
magoh,85,69,62,65,54,63,58,74,123,57,72,166
mak16-a,3,4,4,12,7,10,5,4,13,6,9,23
MAN1C1,54,52,46,81,61,54,68,68,175,59,71,154
MANBA,108,55,36,72,66,51,36,22,137,33,56,108
MAP1B,5,3,2,21,10,14,14,15,26,4,5,10
MAP1B,134,105,74,111,60,52,79,69,205,87,61,180
MAP2B,84,64,44,137,81,66,43,38,99,74,76,208
MAP3K2,153,121,91,217,137,115,77,56,170,94,77,212
MAP3K3,19,16,10,62,58,44,48,41,110,46,59,125
MAPR4,23,15,12,50,34,22,10,4,22,13,12,32
43891,0,0,0,2,2,2,4,7,8,3,5,5
43894,49,38,14,49,33,29,19,14,51,16,28,57
mas,7,5,4,12,13,6,7,4,27,11,12,26
mask,14,15,4,15,9,11,17,9,33,17,17,37
mat2b,16,10,8,39,34,17,11,14,52,23,15,38
mat2b,56,44,30,48,33,33,29,30,67,21,15,40
MAV_4442,2,1,3,3,1,0,4,3,8,4,10,15
Mb2248c,76,59,27,76,62,49,42,40,119,49,27,88
MBF1B,137,98,70,249,195,157,92,72,211,83,101,241
MBR1,22,14,14,35,15,15,8,12,35,13,3,27
MCA1,22,23,9,30,22,15,18,19,42,25,32,40
MCA1,90,47,49,313,249,225,67,74,188,65,33,141
MCA1,0,0,0,0,2,1,0,0,5,2,2,4
Mcat,92,71,61,116,66,51,28,32,84,34,41,62
MCAT,420,290,240,538,360,307,262,248,681,287,305,636
Mcat,53,47,28,73,50,33,44,46,147,58,46,127
MCAT,175,135,119,356,239,234,155,172,406,143,167,316
MCAT,283,201,194,381,236,210,174,199,453,206,307,569
Mcat,135,92,67,339,282,187,52,64,107,58,41,118
MCAT,42,30,24,62,46,48,58,36,102,39,45,110
mcfC,79,58,44,77,73,59,39,36,69,36,20,60
mcl1,203,154,115,383,288,230,206,247,643,248,117,357
mcm5-a,228,169,110,316,203,185,118,109,319,119,98,250
MCM6,193,148,141,397,213,206,170,149,420,147,176,386
MCM7,233,197,145,536,295,289,195,207,566,238,169,471
mcmbp,20,27,20,29,13,21,18,12,32,16,10,36
mco,26,16,13,29,25,22,30,25,86,32,55,104
mco,104,87,97,158,92,91,55,46,142,46,45,101
MCOL_V214069,41,27,14,33,25,13,24,22,64,54,48,81
Mctp2,129,93,59,351,254,206,81,76,211,88,125,276
mdh,2,0,0,2,0,0,4,4,12,4,3,8
mdh-2,16,6,12,3,6,3,34,30,111,25,18,60
MDH1B,56,43,22,65,46,42,22,21,57,17,12,30
mdm2,24,16,8,41,35,21,29,29,64,21,18,51
mdtL,20,10,6,7,7,7,6,9,19,4,2,4
mdtL,1,0,0,2,1,1,0,0,2,1,0,0
mdtL,10,5,5,20,16,7,12,9,29,14,13,29
mdtL,60,39,23,53,64,44,53,56,142,71,98,165
ME1,51,34,22,56,41,43,35,23,92,35,31,78
ME1,89,72,59,136,74,82,38,28,92,60,30,81
MEE40,230,175,139,281,194,180,169,155,471,213,190,383
MEE40,56,60,43,93,66,68,66,72,175,66,66,159
MEF1,210,132,133,304,225,180,141,131,403,161,200,430
mei2,197,121,116,204,137,152,90,109,270,106,156,329
memo1,18,10,10,24,17,11,8,12,26,14,13,42
menG,15,6,10,7,6,4,9,14,15,7,8,26
MEP1B,11,9,3,7,3,3,8,10,22,13,9,28
metC,37,29,12,29,24,20,14,17,31,17,8,19
metG,70,64,44,84,67,60,65,51,163,65,63,151
metG,8,16,6,21,15,9,11,12,28,9,27,38
metH,364,249,190,323,255,178,150,168,386,200,142,382
metK,55,65,47,74,55,43,27,34,72,39,44,88
Mettl13,109,85,66,126,98,91,52,43,144,54,54,132
mettl14,40,24,16,42,31,21,40,53,131,70,29,105
METTL17,15,14,20,19,14,16,16,7,32,7,9,27
Mfsd1,43,42,23,22,10,16,26,20,91,10,20,33
MFSD14A,55,41,25,48,49,28,75,67,212,84,84,182
MFSD5,108,71,68,126,82,75,38,49,129,61,75,138
MFSD6,152,108,117,220,138,160,118,128,299,129,138,251
mfsd7-B,66,49,47,68,52,48,60,56,180,55,59,159
mfsd8,31,23,9,58,44,46,42,38,83,40,42,77
Mgat1,37,27,20,49,38,23,41,50,97,39,35,100
Mgat4c,47,26,13,49,30,19,36,23,83,37,51,82
MGAT4C,95,49,53,132,74,81,68,72,194,66,94,193
MGAT4C,14,14,9,12,13,7,5,4,14,2,6,8
MGD1,20,12,7,21,24,24,13,12,32,23,12,28
Mgll,14,17,9,20,23,16,12,9,20,17,4,19
MGLL,61,46,37,96,56,46,23,16,57,23,24,52
MGST3,27,21,7,27,14,22,17,18,53,11,18,47
mhkC,42,28,26,64,40,38,38,25,90,43,37,107
mhkC,70,56,37,28,19,11,7,7,41,27,20,62
mhpC1,29,11,19,20,17,15,21,13,27,15,26,44
mical1,52,46,29,51,36,36,19,25,45,29,32,72
mical1,47,27,29,75,41,42,16,17,43,16,17,33
MICPUCDRAFT_54143,117,101,79,191,130,111,66,93,199,62,66,171
MICPUN_104347,98,96,55,185,151,129,85,83,248,168,216,449
Mid1,178,145,129,295,170,166,52,50,137,104,126,303
MIK2,25,13,17,56,30,30,29,22,75,37,23,77
MIMI_L543,3,6,2,6,5,5,22,17,36,23,9,30
MIMI_L593,45,11,19,37,28,25,37,40,107,64,44,102
MIMI_L668,87,60,55,139,105,82,57,42,159,79,77,192
MIMI_R795,5,2,1,1,1,0,3,2,9,5,9,13
MIMI_R795,58,45,36,79,54,59,45,56,122,54,76,125
MIMI_R831,56,46,19,105,67,53,30,44,108,27,50,95
mindy4,68,51,43,109,81,71,39,52,130,52,58,115
MIP,29,19,25,43,23,26,17,15,43,12,8,27
MIP,43,24,18,62,48,36,33,23,74,50,40,111
MIP1,30,20,12,33,29,29,24,26,65,26,31,66
MIR1,107,80,58,190,110,99,125,111,334,143,134,370
MIR1,26,16,15,25,11,12,21,19,46,27,32,51
mis3,31,19,22,53,33,23,29,19,80,27,38,97
MJ0211,29,33,21,38,35,32,34,49,103,29,45,112
MJ0571,10,11,3,7,9,10,2,2,2,2,1,1
MJ1226,55,24,22,88,46,56,55,37,141,57,46,142
mkh1,27,15,13,23,15,16,14,18,35,7,2,22
MKK2,91,71,54,161,133,108,73,63,178,63,91,189
MKK3,26,31,24,52,42,28,17,18,28,15,11,36
mkkA,46,29,19,37,44,40,7,5,14,12,15,28
mkkA,27,26,13,26,29,14,19,13,29,20,8,37
MKLN1,27,30,20,27,24,18,6,9,43,10,13,37
ML0129,156,97,68,207,159,129,39,34,87,38,35,83
ML2,43,30,22,32,26,24,26,31,73,27,41,82
ML2,38,26,18,47,36,29,17,18,60,31,33,59
ML3,63,48,48,66,69,55,51,58,140,41,45,106
ML3,127,106,76,194,117,111,60,51,151,84,76,173
ML3,3,3,3,6,4,4,13,7,18,5,13,20
ML3,46,40,21,47,22,29,8,10,18,9,10,25
ML3,46,21,21,51,47,40,30,25,76,33,26,60
ML4,45,21,21,40,41,31,16,20,55,23,23,43
ML4,33,27,17,44,31,25,27,29,64,32,30,78
ML4,65,62,43,146,88,76,35,36,127,54,52,136
ML4,14,12,8,28,14,9,14,20,47,18,39,69
ML4,32,27,24,33,21,22,16,30,49,15,18,54
ML4,133,109,85,218,107,120,75,103,258,111,130,261
ML4,59,47,42,125,72,60,53,50,141,54,45,120
ML5,6,3,2,6,5,1,14,27,41,4,13,16
ML5,36,37,29,113,53,48,53,59,115,45,44,114
ML5,51,39,28,76,63,40,19,11,48,19,18,63
ML5,31,25,22,38,30,12,11,10,37,12,15,45
ML5,0,0,0,0,0,1,1,0,5,0,3,3
ML5,112,93,75,140,85,78,60,53,129,68,40,90
mlcB,21,11,2,5,11,6,2,7,25,5,2,15
MLH3,147,113,66,154,94,77,86,94,208,83,45,179
mlkA,111,81,104,215,114,117,88,79,218,83,109,244
mlkA,33,23,38,79,33,34,30,33,88,47,32,87
mlkA,86,65,53,108,64,57,31,23,51,33,32,69
mll1440,146,140,97,208,137,97,53,63,163,54,55,139
mll6982,234,218,251,345,265,202,147,157,364,83,133,266
MMDHI,207,153,111,357,243,204,173,159,401,157,141,396
MMK1,43,25,26,113,57,56,42,48,88,41,51,114
mmpL11,67,55,30,85,68,54,91,69,192,63,44,122
mmpL11,25,23,16,46,31,25,8,13,28,12,5,16
mmpL11,25,30,17,45,32,25,4,4,11,4,8,18
MMS2,21,22,13,38,35,34,33,20,60,22,14,47
mns1,3,3,2,89,69,44,35,17,95,35,32,104
MNS1,5,3,0,73,58,45,27,29,85,41,57,100
MNS1,228,176,142,317,188,167,119,129,360,134,165,337
mntH,41,31,18,56,47,31,36,26,97,34,33,76
Mocos,144,117,85,257,189,159,123,123,346,132,121,361
Mocos,21,13,4,24,23,16,20,14,54,31,26,39
modA,57,49,31,69,50,45,29,22,87,35,19,48
modF,4,2,2,18,10,8,6,5,11,7,15,18
mogat2-b,121,118,77,134,109,90,67,65,216,67,43,116
MOGAT3,16,22,17,27,38,18,9,10,34,8,2,13
MOK,120,101,72,152,109,105,57,69,144,61,65,158
mok11,20,27,16,24,7,9,6,8,22,7,10,10
mok11,208,153,175,225,165,143,183,190,479,195,337,594
mok12,145,131,86,206,162,152,120,100,312,124,159,292
mok13,14,7,11,26,15,19,11,8,53,19,24,43
mok14,3,4,4,37,23,17,15,18,39,15,16,37
MORN3,483,367,281,380,242,199,250,261,666,259,257,611
mov10b.2,7,7,4,11,8,11,11,6,29,12,17,41
mov10b.2,7,15,2,22,10,3,6,15,26,15,14,50
MP3,33,27,30,29,28,29,23,34,73,24,26,55
MPA1,142,123,86,187,144,136,129,107,246,103,135,298
mpaC,7,11,7,7,5,5,5,4,17,6,4,6
MPC1,112,59,48,112,89,84,56,46,132,64,33,102
MPK16,74,55,45,83,68,54,71,90,230,82,82,199
MPK4,10,16,21,27,20,18,20,15,49,23,13,47
MPK4,14,9,3,7,4,4,11,10,36,6,11,17
MPK7,17,11,6,16,13,12,11,17,40,14,15,33
Mpped1,20,27,7,48,27,29,20,26,55,26,7,39
MPPED1,105,86,64,113,74,50,60,79,212,87,99,211
mqo,233,193,164,447,279,249,175,126,362,159,195,400
mqo,7,8,10,9,9,10,13,18,29,21,20,49
mrd1,24,9,14,32,21,17,22,27,63,48,32,68
MRE11A,22,11,8,17,17,15,9,11,38,24,20,53
MRL1,45,33,21,59,52,36,32,35,84,34,14,31
MRL1,8,16,9,10,8,7,15,29,37,33,23,56
MRL1,8,2,7,5,4,10,3,6,19,5,7,21
MRL1,21,21,8,19,9,11,12,4,25,6,5,19
MRL1,92,79,87,86,70,43,65,58,125,61,50,130
mrpl10,16,10,5,47,20,20,17,19,66,19,11,49
MRPL28,129,87,68,120,91,64,38,43,113,69,93,225
MRPL47,73,32,35,45,27,24,38,36,96,35,23,51
MS3_02628,5,1,3,7,7,3,9,14,20,21,14,19
Msed_2001,155,99,93,241,156,121,92,107,231,108,153,283
MSH4,183,150,139,228,153,122,136,128,329,156,87,250
MSH5,48,24,20,55,31,27,24,23,50,16,12,36
mshA,173,142,125,391,237,234,131,126,357,179,171,391
MSL10,1,4,1,38,40,32,25,35,65,33,31,85
MSL10,46,27,16,40,35,21,10,16,34,18,24,54
MSMEG_0095,39,39,34,49,38,34,14,14,37,19,28,30
MSP-1,63,72,56,153,78,82,30,40,102,52,53,94
mspIM,38,34,9,32,24,15,38,33,94,33,28,71
Mspyr1_02570,3,2,0,2,0,2,2,2,5,1,2,6
msrA,74,62,57,60,54,62,51,51,112,43,26,71
msrA2,85,70,47,120,60,66,46,40,98,53,35,103
msrB,0,1,0,1,1,2,3,4,21,8,2,6
MSRB2,191,167,116,233,183,159,95,110,291,102,109,325
MSRB5,66,65,36,71,51,36,43,40,93,20,19,65
MSRB5,46,33,18,30,17,20,26,20,62,14,26,38
MSS4,62,70,39,92,72,47,83,55,201,75,84,198
MT2525,25,16,15,50,26,27,27,41,83,29,19,72
MT2525,9,5,4,18,14,4,2,3,9,1,1,8
mtaD,168,125,95,217,140,114,94,89,198,88,104,199
mtcA2,9,6,6,21,15,9,13,14,44,17,8,32
mtcA2,188,142,109,379,251,255,229,227,655,267,161,440
mtcA2,55,53,36,59,46,48,29,21,59,27,38,78
mtcA2,108,67,49,164,106,97,83,84,207,36,28,83
mtcA2,66,55,43,208,144,122,88,94,231,99,89,201
mtcA2,65,33,39,82,55,46,64,55,174,64,44,128
mtcA2,69,48,31,65,63,42,35,28,93,36,12,45
mtcA2,1033,762,700,1179,710,740,495,569,1278,612,305,1034
mtcA2,456,314,254,642,438,419,287,282,695,271,243,588
mtcA2,26,26,16,31,22,15,13,17,34,27,16,24
MTERF2,90,63,67,127,80,72,49,54,109,37,13,54
MTERF2,0,1,0,1,1,1,3,4,7,3,9,9
MTERF4,102,93,80,154,119,98,65,84,223,76,42,148
MTERF5,73,55,39,104,68,40,36,43,126,54,42,88
mtf2,10,2,4,12,8,6,8,9,30,4,10,13
mtm1,21,13,11,29,9,12,24,21,66,30,20,73
MTMR2,6,9,4,18,7,8,16,11,45,18,14,39
mtnK,13,13,4,19,6,8,17,20,57,16,11,34
MTP3,63,49,52,17,21,6,18,22,65,42,46,85
MTPA1,56,42,25,98,72,55,41,40,103,34,25,83
MTPC1,34,31,28,76,28,31,41,40,104,46,12,90
MTPC1,99,71,57,119,58,56,84,67,161,47,39,97
Mtpn,10,9,11,19,9,12,2,5,8,8,13,16
MTPN,5,8,2,3,6,4,11,12,43,14,12,26
mtr,5,4,5,6,5,5,18,18,59,24,20,56
mtr-4,19,7,4,13,19,12,26,20,65,21,8,34
MTR1,26,13,7,20,17,17,3,4,16,4,3,20
MTR1,21,11,10,30,24,26,6,10,9,2,8,16
MTR1,61,36,43,80,58,57,15,22,57,18,18,54
mucK,75,56,42,73,50,31,41,35,108,44,22,81
mug138,54,23,26,54,38,35,20,20,38,19,12,31
murE,8,13,3,11,15,12,12,12,32,11,15,25
Mutyh,2,3,0,15,7,6,5,4,21,12,10,22
mvp,9,7,3,11,8,13,0,6,11,8,0,3
mvpB,36,16,15,53,38,37,38,36,81,47,41,113
mybL,19,13,18,61,33,44,21,26,47,12,29,59
mycA,15,15,15,19,22,18,6,4,10,4,3,14
mycA,78,76,54,90,55,53,85,74,221,106,68,195
mycA,127,137,102,156,129,102,49,44,108,57,59,127
mycA,7,12,0,8,11,4,5,10,23,6,14,18
mycA,27,27,12,48,57,40,24,30,74,32,36,100
MYLK,121,97,71,195,119,117,74,61,217,107,91,259
MYO2,21,21,18,36,19,22,12,14,31,7,10,23
MYO2,45,67,54,58,48,42,15,18,47,13,28,47
Myo7b,8,5,4,3,5,1,4,6,17,8,6,16
Mzb1,45,35,37,54,45,26,20,21,56,19,25,63
N6AMT1,7,11,3,8,8,2,10,9,28,5,17,21
N6AMT2,24,19,26,46,48,30,29,15,81,33,31,66
NAA35,69,39,20,90,53,52,42,40,113,49,60,117
Naaa,6,4,5,10,5,12,3,6,11,5,1,7
NAAA,28,13,9,54,48,27,24,24,60,34,24,49
NACAD,56,42,30,131,75,63,56,35,131,66,76,151
NaCP60E,49,36,25,73,37,44,20,20,82,36,44,92
NaCP60E,42,47,33,70,45,49,41,37,107,38,65,114
NaCP60E,131,109,77,205,137,113,69,68,232,76,58,156
NaCP60E,49,45,22,54,53,40,26,33,53,29,26,88
nadX,158,124,92,269,171,161,83,73,201,72,92,204
NAEGRDRAFT_73783,47,44,31,99,69,56,102,100,262,105,45,162
NAEGRDRAFT_77350,68,42,33,46,32,45,39,33,87,75,87,142
nagB,18,16,19,42,32,27,12,4,27,16,14,18
nagX,52,32,25,70,44,33,29,47,84,21,19,53
nahA,37,35,24,23,11,10,132,105,333,137,209,382
NAMPT,126,82,99,146,86,97,53,40,86,49,49,119
NAMPT,58,51,39,82,52,60,98,105,238,116,123,262
nap1,34,28,15,54,33,35,34,17,56,27,40,84
NAPEPLD,4,10,6,28,33,23,27,24,56,27,13,41
Napsa,261,177,112,343,213,190,68,63,194,77,90,203
nas-4,228,148,108,93,60,58,8,6,46,48,60,105
nasB,51,32,25,29,21,13,8,9,36,6,14,25
nasB,72,43,46,126,108,124,33,30,78,29,28,53
nat10,27,15,12,13,7,7,13,12,24,18,23,33
NBAS,30,18,10,32,15,13,32,33,77,24,36,58
Ncapd2,65,58,32,99,69,71,39,39,114,43,26,71
ncaph,230,188,106,378,252,232,184,136,447,195,178,421
NCE103,406,293,233,460,315,292,158,143,398,163,135,373
NCL1,8,7,2,9,6,8,8,9,14,17,17,31
NCOA5,141,104,54,190,124,101,75,70,214,50,52,129
NCS1,6,1,2,4,3,2,2,1,6,3,3,8
NCS1,52,40,36,83,49,59,14,21,59,26,7,45
ncsA,38,36,24,59,44,25,23,33,78,26,28,69
NDB1,133,95,88,110,76,82,63,93,175,90,63,178
