Gene,Hw1-6a,Hw1-6b,Hw1-6c,Hw2-6b,Hw2-6c,Wt1-6a,Wt1-6b,Wt1-6c,Wt2-6a,Wt2-6b,Wt2-6c
PGA,293,382,357,322,302,196,190,169,197,377,136
PGA,406,575,493,337,420,115,257,125,106,246,89
PGA,102,78,98,76,93,31,59,33,32,68,20
Pgc,159,165,145,167,165,77,93,71,85,166,51
PGC,197,225,277,172,189,71,136,64,63,146,59
PGK,142,160,116,147,181,126,130,99,115,232,68
PGK,637,599,538,554,687,452,566,492,520,945,345
pgk-1,68,80,89,84,70,38,54,47,37,83,23
pgk-1,7,8,7,7,10,5,1,13,5,19,8
pgk-1,1578,1986,2070,2801,3243,1474,2105,1573,1657,3328,1099
PGK2,651,834,822,832,888,271,570,262,248,544,210
PGK2,109,129,116,121,222,89,139,88,115,209,64
PH1,22,25,19,10,12,2,10,7,7,8,3
PH1,118,133,125,231,234,92,128,78,86,152,33
PHT4;4,94,127,169,111,109,54,77,61,50,132,37
PHT4;4,32,30,36,18,14,14,13,9,12,22,5
PIF1,0,1,1,0,0,0,1,0,2,3,2
pif1,53,67,58,37,53,19,56,30,33,60,22
pikAI,3,11,3,11,7,13,12,14,8,28,14
pikAI,3,10,8,10,8,11,9,5,10,11,0
pikAI,196,285,294,185,268,115,170,109,120,282,69
PIP5K1,148,178,208,129,101,69,88,93,86,148,55
PIP5K1,170,223,242,200,212,61,118,49,60,97,28
PIP5K4,9,10,7,9,11,8,2,5,5,19,1
PIP5K4,171,247,213,193,224,60,137,71,72,144,34
PIP5K4,17,27,25,16,41,35,25,37,25,65,34
PIP5K9,180,193,178,214,205,129,162,89,82,252,112
PIP5K9,38,55,55,42,70,19,33,13,21,42,17
PIP5K9,158,137,102,88,105,58,80,62,70,165,47
pkaR,36,66,59,62,72,29,43,36,45,80,15
pkaR,1,2,0,3,1,50,13,48,37,66,0
pkaR,8,2,5,5,8,2,10,5,5,12,3
pkaR,330,379,388,341,407,229,239,170,198,404,165
PKAR,7,12,11,11,14,34,11,47,36,107,25
PKAR,47,55,58,45,79,17,30,28,27,53,15
pkaR,50,55,91,62,88,20,58,12,17,34,9
PKAR,487,497,433,323,299,293,273,310,285,533,169
pkar1,197,230,247,146,149,73,104,90,90,162,45
pkar1,55,61,69,60,130,6,63,26,13,36,12
PKD2,164,206,175,100,118,42,80,53,42,86,23
pkd2,167,214,252,178,213,218,195,210,204,425,128
PKD2,0,0,0,0,5,6,4,4,5,16,4
pkd2,143,177,178,113,290,105,162,96,102,207,53
pkd2,32,47,35,24,15,6,7,6,10,15,4
pkd2,35,42,46,33,48,63,32,46,55,87,31
PKD2,11,13,15,29,19,63,25,64,61,106,44
PKD2,87,89,116,90,125,53,67,54,51,105,46
pkd2,48,74,72,64,72,3,49,1,2,5,3
pkd2,73,100,87,89,71,1,51,2,2,1,5
pkd2,4,3,4,7,10,49,19,33,37,65,14
pkd2,53,74,52,46,56,23,27,24,26,57,2
PKD2,16,23,13,7,6,12,13,17,32,61,20
pkd2,192,173,193,77,109,78,80,101,111,225,77
Pkg21D,84,140,83,115,133,28,79,35,33,65,20
Pkg21D,22,21,15,9,8,7,3,12,16,22,12
Pkg21D,5,26,9,12,8,51,9,58,61,121,35
PKHD1L1,4,9,36,5,42,64,30,26,33,39,18
PKHD1L1,43,62,91,37,92,78,59,42,50,131,44
pkn1,154,185,181,181,181,89,126,72,56,159,43
pkn1,210,253,232,214,224,60,138,76,70,141,37
PLOD3,46,51,55,49,61,35,44,47,52,108,30
PLOD3,31,31,29,25,21,14,13,10,10,17,7
PLR1,14,8,11,12,12,1,6,3,13,10,6
PLR1,66,79,82,80,86,14,52,17,11,38,13
pme-5,25,26,34,19,44,15,14,16,31,46,10
pme-5,160,199,175,144,134,36,93,49,24,78,35
pmpB,6,9,6,8,5,2,4,6,6,13,3
pmpB,11,20,16,17,28,28,29,26,30,57,25
pmpB,4,10,11,3,7,42,14,34,35,52,17
pmpB,20,43,37,23,39,6,24,10,12,20,5
pmpB,92,110,101,94,134,54,89,62,58,121,57
pmpB,18,27,25,9,25,45,19,44,38,76,30
pmpB,2,3,3,5,8,10,6,9,6,16,9
pmpB,1,3,2,4,12,9,4,9,16,30,5
pmpB,6,10,6,3,13,9,7,12,13,23,7
pmpB,10,12,26,19,18,32,13,33,21,65,16
pnbA,78,87,107,63,86,20,55,20,21,52,17
pnbA,79,96,85,85,65,56,67,65,54,117,40
pnbA,125,135,104,107,100,79,95,82,79,205,61
pnbA,22,25,30,20,18,12,17,18,17,33,10
PNO,82,119,91,59,79,35,53,33,33,67,14
PNO,123,131,121,112,105,51,85,68,73,114,36
Pnpla2,127,178,195,83,81,45,73,44,44,95,26
PNPLA2,224,303,289,161,166,44,110,47,35,88,41
Pnpla2,10,15,13,4,2,13,20,22,28,50,20
PNS1,172,199,237,131,161,61,120,36,46,106,23
PNS1,107,134,146,76,87,46,49,42,50,79,31
PNS1,42,59,61,53,43,53,44,57,54,114,26
Pol,15,30,31,4,9,2,5,3,4,6,1
Pol,15,14,17,15,23,19,15,14,13,29,9
pol,17,25,21,3,7,12,10,4,7,18,9
Pol,93,93,94,59,82,21,41,21,21,54,20
Pol,27,38,37,46,74,36,51,33,40,76,22
Pol,53,68,69,47,67,23,39,27,24,51,17
Pol,14,15,10,10,7,6,5,8,14,27,6
pol,189,202,210,131,153,63,111,71,65,184,49
Pol,0,1,0,0,1,0,0,1,2,0,2
POLL,16,12,23,18,16,18,19,15,15,31,16
Poll,0,0,1,6,7,3,6,1,5,17,6
polr1c,1,3,1,5,7,2,4,2,3,4,0
polr1c,28,46,46,28,25,38,20,43,35,85,23
polr1c,0,0,0,7,5,12,7,12,15,34,5
PP2A4,115,137,141,130,99,77,82,59,61,163,54
PP2A4,104,149,106,129,95,28,72,45,28,85,20
ppdK,98,135,175,127,164,127,107,85,88,232,72
ppdK,197,294,270,129,177,77,108,82,79,153,57
ppdK,48,64,84,35,90,68,74,56,50,100,23
ppdK,63,92,78,59,168,83,86,56,59,95,30
ppdK,31,38,51,58,132,50,76,35,39,91,32
ppdK,97,116,92,95,144,106,86,106,106,230,80
ppdK,74,71,81,80,113,55,85,60,52,104,39
ppdK,69,59,78,65,49,74,46,48,79,149,50
ppiA,11,19,20,12,11,12,10,15,14,22,11
ppiA,20,33,15,17,18,2,12,17,12,31,12
Ppia,241,204,178,147,139,23,73,33,34,81,24
ppiA,175,208,200,196,275,49,114,28,43,100,25
Ppp5c,17,28,21,23,40,26,12,23,35,51,18
PPP5C,185,234,224,206,164,109,125,124,147,201,73
ppsA,94,125,102,48,53,57,40,44,47,93,29
ppsA,118,155,132,94,137,82,93,88,87,191,65
ppsA,68,72,66,51,49,29,37,35,18,51,24
ppsA,86,136,107,78,118,69,77,79,66,162,63
ppsA,189,193,220,251,319,117,215,104,133,258,93
ppsA,48,57,78,74,121,85,102,84,92,225,55
ppsA,240,336,380,303,433,135,280,92,111,221,42
ppsC,366,374,337,319,427,125,266,108,128,280,90
ppsC,123,155,175,77,134,129,102,113,119,241,81
ppsC,416,463,412,421,380,375,344,377,377,683,212
ppsC,131,161,160,121,158,78,101,70,78,150,48
ppsC,84,115,128,69,90,47,51,37,41,81,28
ppsC,87,146,130,92,147,51,77,52,52,148,63
ppsD,52,45,52,35,64,28,40,33,42,84,24
ppsD,7,7,12,16,12,10,9,9,16,20,8
ppsD,30,31,33,38,56,38,39,41,31,68,26
PRKAA1,201,230,242,187,255,116,157,73,83,177,51
PRKAA1,111,126,101,181,229,21,125,28,37,61,18
PRKACA,18,30,29,32,32,8,15,4,5,5,5
Prkaca,369,465,397,355,447,207,291,260,217,424,152
Prkaca,569,767,791,479,723,268,475,286,287,544,200
PRKG1,232,261,252,163,157,141,122,134,128,270,96
PRKG1,252,335,304,202,340,92,223,94,78,201,67
prmC,20,19,18,25,20,2,9,2,6,8,5
prmC,61,67,71,89,114,45,64,42,57,109,53
proP,12,22,22,24,29,7,20,15,21,24,9
proP,44,52,30,40,28,33,20,42,22,67,21
proP,15,20,19,33,29,19,13,11,16,38,8
proP,124,151,135,75,96,31,40,56,42,93,23
proP,167,227,220,96,117,69,77,55,77,158,61
proS,173,195,155,142,129,42,85,39,54,82,25
proS,47,47,38,45,63,23,28,36,21,34,22
prp4,937,703,499,767,658,163,388,240,173,281,123
prp4,91,99,111,67,79,42,71,32,35,105,28
PRP40A,39,40,41,45,43,40,40,33,38,95,34
PRP40A,71,98,97,103,150,98,110,108,116,217,86
Prss16,21,29,23,16,9,1,10,5,8,16,2
Prss16,285,335,341,303,289,181,211,177,189,373,143
psmD10,62,57,66,56,50,30,37,28,30,68,15
PSMD10,69,88,95,60,86,24,48,31,38,78,22
ptc1,86,91,63,128,162,78,119,87,92,200,56
PTC1,199,269,199,159,142,78,106,81,59,145,50
PTCHD2,1,4,4,1,2,6,1,2,1,7,2
PTCHD2,11,19,10,8,20,7,9,13,11,19,7
PTCHD2,17,44,59,24,62,52,33,44,35,89,7
Ptchd3,12,15,26,13,19,7,18,7,11,21,0
Ptchd3,36,48,45,48,31,96,47,85,75,146,37
Ptchd3,191,271,323,184,377,220,248,171,172,364,105
Ptchd3,91,100,120,89,138,61,90,72,57,109,39
pth,19,17,18,12,12,7,10,5,4,15,2
pth,207,217,224,184,204,124,166,147,134,323,109
pth,21,19,25,19,24,16,20,12,9,32,11
PUB51,17,19,17,12,20,22,17,16,19,46,9
PUB51,6,13,20,4,15,17,15,13,17,17,9
pum,41,75,115,52,93,52,71,41,39,72,20
pum,78,119,129,75,82,30,60,35,37,73,23
PUMP5,437,580,619,429,549,196,388,221,253,557,168
PUMP5,133,169,152,71,97,57,51,60,54,139,54
PYK,222,253,255,200,233,69,159,93,61,163,67
PYK,937,1191,1318,1358,1601,609,1094,611,635,1420,485
R1,546,678,611,482,536,282,357,295,292,633,204
R1,0,0,0,2,1,0,0,4,4,2,0
Rad54b,39,29,31,27,34,14,27,24,34,58,28
Rad54b,1,1,1,1,4,0,8,3,2,2,1
RAD5A,396,545,518,364,525,155,326,184,190,449,146
RAD5A,19,20,19,19,25,13,24,18,18,29,18
RAE1,121,157,139,95,90,51,70,61,64,125,56
RAE1,152,172,159,143,127,74,87,60,63,135,35
Rai14,38,47,45,35,51,21,43,19,16,31,14
RAI14,22,22,18,16,23,5,15,7,7,17,4
Rai14,4,14,14,5,7,1,6,6,6,7,2
Rai14,104,136,127,100,93,41,61,41,45,88,40
rbcL,15,17,14,7,9,4,7,8,11,24,3
rbcL,188,257,310,287,338,221,263,218,200,522,168
rbcL,0,1,2,0,1,4,3,3,5,4,2
rbcL,104,160,169,187,268,92,200,102,108,199,79
rbcL,82,124,155,84,192,114,148,104,112,191,59
rbcL,563,766,829,561,665,503,622,401,465,879,335
rbcL,106,140,208,78,93,139,77,96,112,189,82
RBCMT,2,4,5,4,5,5,7,10,7,20,3
RBCMT,48,62,57,48,56,11,33,9,11,27,13
Rbm17,33,51,37,37,22,25,27,35,30,60,15
RBM17,189,208,232,212,230,54,155,52,48,118,23
RBM25,8,9,5,5,7,5,5,8,10,17,3
RBM25,53,75,75,45,66,31,52,35,43,92,22
Rcbtb2,68,53,79,58,56,23,46,24,21,46,13
RCBTB2,126,197,186,148,179,89,123,87,95,192,78
RCN3,116,156,128,98,115,34,66,51,44,73,33
RCN3,35,48,46,25,41,27,26,24,18,61,19
RDR1,166,209,208,209,226,54,154,72,64,142,63
RDR1,3,7,1,9,9,6,6,6,7,14,8
retsat,202,266,290,122,185,291,141,316,327,662,228
retsat,74,72,79,54,82,14,49,17,35,36,16
retsat,19,27,28,60,68,41,48,30,27,87,33
retsat,33,42,35,10,15,13,5,9,10,23,7
rev1,5,8,5,19,4,3,3,5,4,11,4
REV1,173,204,172,163,130,46,124,38,60,130,36
REV1,217,172,177,151,172,44,132,43,35,92,27
REV1,80,73,74,48,64,24,39,13,15,34,7
RF_0381,212,274,371,270,400,86,224,81,112,198,46
RF_0381,8,15,16,57,94,101,95,97,107,144,56
RF_0381,124,149,134,166,134,68,107,61,57,137,41
RF_0381,81,75,61,81,84,48,79,61,54,122,41
RF_0381,85,124,103,88,97,36,57,39,27,76,21
RF_0381,145,172,168,162,182,74,135,74,81,135,58
rfc1,69,99,139,97,147,78,117,91,101,191,51
RFC1,204,215,238,182,243,78,166,82,95,186,54
RH35,69,87,100,74,82,52,53,70,63,146,40
RH35,122,138,143,125,130,57,91,50,71,183,55
ribBA,68,95,96,45,53,27,39,42,19,48,19
ribBA,20,21,27,17,25,9,13,10,18,32,5
rlmJ,3,3,3,3,1,1,0,9,10,4,3
rlmJ,55,55,51,26,35,15,14,8,9,27,8
rlmJ,370,498,527,278,536,221,305,193,233,459,120
rlmJ,65,83,68,83,60,25,42,23,30,60,17
rlmJ,18,30,28,18,17,5,9,8,11,12,2
rlmN,41,38,49,44,64,16,42,13,15,28,6
rlmN,35,55,61,37,56,19,25,16,23,51,12
rluC,55,60,66,80,70,14,37,19,20,44,20
rluC,39,46,36,62,54,27,47,31,36,96,29
rluC,29,45,50,25,36,14,25,29,31,82,22
Rnf103,35,37,42,31,30,11,21,11,16,27,9
RNF103,8,13,15,11,11,9,9,9,7,12,3
RNF13,33,29,45,21,49,15,17,14,9,31,12
Rnf13,100,119,107,162,171,71,102,71,73,155,44
rnf44,167,234,206,169,184,52,99,46,40,101,34
rnf44,118,95,107,85,109,20,51,25,28,58,18
RNF44,53,43,42,51,67,20,44,15,13,29,15
rngB,10,26,18,15,24,5,6,2,1,7,7
rngB,28,26,27,9,15,22,7,13,23,35,19
rngB,80,86,74,35,37,7,18,17,15,25,6
rngB,46,44,34,26,33,8,25,11,13,21,4
rnhA,16,17,24,18,17,9,15,13,14,35,14
rnhA,112,137,125,76,87,54,60,66,55,104,43
rnhA,118,162,131,90,143,39,67,36,41,80,41
RNR1,11,7,12,20,29,12,23,6,13,22,5
RNR1,55,66,77,50,82,26,45,48,42,87,31
RNR1,355,439,480,406,488,245,352,241,275,532,150
RNR1,84,95,84,70,82,15,62,31,30,59,16
RNR1,463,570,585,499,554,523,463,537,523,1089,358
RPA1,46,64,76,57,81,42,55,46,49,86,37
RPA1,5,10,12,8,17,4,10,8,8,18,13
Rpa1,488,582,649,569,713,372,463,276,314,671,237
rpl-22,508,500,386,398,376,100,184,114,110,202,88
rpl-22,374,257,233,212,225,66,135,116,97,161,68
rpl1202,255,206,186,213,272,59,187,135,101,157,67
rpl1202,895,700,659,704,779,218,494,324,250,395,167
RPL15,215,265,314,245,236,106,141,101,119,230,58
RPL15,433,382,391,488,488,178,317,194,188,323,104
rpl2302,414,307,200,271,308,83,169,112,88,121,64
rpl2302,333,259,246,309,330,104,280,137,115,203,107
rpl24,510,375,341,433,397,28,211,54,47,94,31
RPL24,659,602,458,336,372,114,189,99,97,226,72
RPL3,0,4,4,2,10,19,14,25,27,37,10
Rpl3,1293,1240,1064,1198,1254,834,1136,646,776,1094,654
Rpl30,75,86,86,57,50,27,35,34,20,46,14
Rpl30,163,196,202,135,180,99,115,98,91,222,55
Rpl30,73,81,108,38,51,41,48,22,42,70,15
RPL30,769,566,377,579,704,168,482,303,215,341,160
RPL30,633,416,334,363,462,73,254,147,144,234,95
RPL34,279,237,231,279,325,113,206,193,132,224,69
RPL34,363,450,485,355,376,161,252,186,185,365,132
RPL34,363,315,405,299,357,152,286,198,149,323,106
RPL35,135,124,119,99,73,23,54,32,31,57,22
rpl35,1568,1465,1265,1342,1469,453,923,560,586,1091,375
RPL35,231,171,177,134,160,15,88,38,39,68,28
RPL36A,199,135,119,95,70,32,59,55,60,107,29
RPL36A,163,136,162,103,113,74,99,90,64,159,51
rpl401,389,400,377,365,401,129,224,191,167,263,88
rpl401,557,654,526,594,556,210,343,244,234,441,121
RPL5,1279,1111,1165,1035,1098,288,594,470,384,684,262
RPL5,1242,1218,1129,1141,1196,463,763,604,609,1132,420
RPL6,531,559,538,434,389,103,243,141,160,309,100
RPL6,1391,1029,824,1053,1065,292,700,414,290,438,133
RPL7A,967,992,871,635,727,319,521,410,362,627,217
RPL7A,1216,1124,968,1351,1392,354,865,521,455,684,252
rplP,122,181,178,186,207,139,147,133,132,255,83
rplP,56,50,65,106,58,34,35,41,29,81,31
rplP,71,73,46,107,116,36,78,52,40,90,20
RPS12,808,794,666,805,809,250,475,277,282,530,206
RpS12,259,190,210,182,199,57,135,78,73,148,37
RPS13,1373,1094,918,907,927,181,518,212,209,345,136
RPS13,98,109,115,115,98,62,70,71,52,139,36
RPS15,23,31,26,22,25,27,11,15,20,44,9
RPS15,12,21,22,21,12,7,10,7,8,23,2
RPS15,562,546,483,467,442,162,300,212,210,324,132
RPS16,124,167,179,114,177,69,101,62,62,140,41
RPS16,2458,2032,1928,1702,1795,554,1302,697,670,1184,451
RPS17,407,391,269,187,165,132,223,169,108,236,110
RPS17,130,122,122,105,79,27,57,51,29,72,14
RPS18,501,404,337,280,297,89,191,126,125,193,84
RPS18,75,84,49,48,49,16,38,36,22,32,20
RPS19A,62,62,49,60,54,11,30,10,16,21,11
RPS19A,256,177,143,172,155,27,95,44,47,83,35
rps20,169,177,178,104,124,29,74,32,43,75,28
rps20,193,143,119,136,78,40,60,40,44,88,35
RPS21,168,157,91,145,141,26,103,59,35,48,25
RPS21,100,77,59,55,54,16,44,24,24,36,15
RPS29,307,310,434,249,326,66,175,88,82,182,60
RPS29,64,78,92,66,60,20,46,17,24,46,17
RPS6,128,187,150,127,116,36,95,43,46,81,40
rps6,581,585,558,375,444,180,302,191,207,390,140
RPS6,136,154,181,150,178,123,143,105,100,201,54
RPS6,36,37,29,46,54,15,45,25,16,59,17
RPS6,40,46,36,35,25,8,22,1,6,19,7
RPS6,1229,979,913,1065,1395,401,913,483,500,871,287
rpsA,15,17,14,9,8,4,9,5,5,14,4
rpsA,103,168,161,74,83,47,67,32,30,112,47
rpsA,17,13,25,6,11,4,16,2,5,13,2
rpsO,120,127,167,143,198,126,128,116,120,236,80
rpsO,66,82,94,153,141,14,71,24,8,41,18
rskn-1,332,437,503,262,306,154,175,90,96,254,78
rskn-1,70,81,80,72,84,13,53,10,22,33,8
rsmF,7,14,23,4,9,0,7,3,0,0,2
rsmF,1269,1384,1191,1108,1483,392,861,481,483,866,323
RTase,80,103,75,105,121,126,90,122,125,283,106
RTase,56,73,62,27,42,17,34,19,25,61,15
rtcb,75,93,78,70,108,47,50,56,57,88,20
rtcB,108,106,78,92,93,23,60,41,46,93,17
rtcB,24,25,32,31,33,19,27,21,16,45,13
RUB1,117,192,192,157,193,87,129,68,77,202,66
RUB1,72,124,137,112,176,85,114,56,70,146,50
RUB1,80,106,86,91,96,64,67,43,47,120,44
SACS,124,127,142,78,143,66,90,63,69,189,62
SACS,4,9,14,3,35,13,12,12,13,29,7
SACS,1,1,2,0,10,10,4,4,4,9,3
Sacs,26,33,31,11,26,8,15,37,37,68,31
Sacs,8,21,28,4,12,6,11,22,16,36,11
SACS,3,10,11,7,11,10,11,6,5,18,4
SACTE_4363,58,64,86,56,72,121,45,83,84,163,57
SACTE_4363,4247,3768,3626,5142,3653,3759,4099,3607,3988,4001,3868
SAHH,551,539,572,647,795,442,585,434,510,867,345
SAHH,139,173,218,163,180,66,138,80,68,147,62
SAMHD1,24,33,26,15,18,11,10,5,9,16,7
SAMHD1,87,89,92,40,16,32,16,20,32,49,9
SAMHD1,2,7,3,3,4,3,3,5,3,10,5
SAMHD1,0,3,0,0,1,0,2,3,5,2,2
SART1,199,235,242,191,252,96,174,107,84,185,57
SART1,71,97,94,55,60,32,58,37,43,76,17
Scn10a,85,96,110,45,23,12,23,13,12,22,15
Scn10a,63,95,53,42,32,9,11,11,5,8,5
SCN10A,91,84,74,91,117,63,71,40,78,87,54
Scn10a,1,2,0,26,27,8,10,13,14,22,2
Scn10a,61,68,61,109,139,50,84,53,63,86,39
Scn10a,159,182,169,139,172,55,102,45,37,95,37
Scn10a,75,97,78,59,90,71,68,64,47,117,33
Scn10a,51,54,44,51,52,5,43,9,8,22,7
Scn10a,66,82,81,42,46,17,31,19,16,52,13
Scn11a,53,83,79,59,50,12,36,7,13,21,9
SCN11A,5,1,7,9,16,55,21,54,63,120,42
Scn11a,102,132,120,105,123,82,80,71,74,161,52
Scn11a,45,70,68,93,105,40,82,42,64,130,30
SCN11A,17,22,21,19,15,11,7,4,15,21,10
Scn11a,31,40,42,63,67,39,51,31,41,82,22
Scn11a,165,198,185,127,144,59,96,51,73,165,52
Scn11a,95,115,148,106,167,91,110,76,76,167,49
Scn11a,26,21,38,23,15,30,15,35,32,59,38
Scn11a,72,103,109,67,65,18,30,18,17,46,11
Scn11a,169,214,215,125,187,25,106,41,52,79,26
SCN11A,12,21,19,34,25,11,31,13,14,26,7
Scn11a,162,171,180,126,177,88,139,100,105,203,54
Scn11a,46,64,55,100,99,54,81,46,44,93,32
Scn11a,23,24,27,36,43,21,22,21,26,33,23
Scn11a,79,112,91,73,96,52,69,43,47,92,35
Scn11a,312,348,335,326,361,96,227,81,99,240,69
SCN11A,98,119,105,125,155,14,105,21,28,50,17
Scn11a,111,140,169,128,178,120,127,95,122,292,81
Scn3a,60,72,65,66,66,20,53,10,22,32,8
SCN3A,28,27,29,34,29,20,23,22,22,47,19
scn4aa,32,32,36,30,27,30,9,33,33,69,27
scn4aa,48,75,68,45,64,32,39,28,24,78,17
scn4aa,86,95,79,103,100,51,70,45,42,109,26
scn4aa,78,94,72,49,66,36,41,35,42,93,36
scn4aa,26,35,32,22,21,8,15,14,13,45,24
Scn8a,145,169,191,107,161,57,102,29,29,70,24
Scn8a,23,15,26,18,17,17,25,12,9,29,13
SCN9A,13,30,30,17,18,9,32,11,11,41,13
SCN9A,59,73,63,66,56,32,56,28,27,79,37
Scn9a,49,50,46,48,52,31,28,35,41,85,21
Scn9a,75,98,83,75,82,58,74,67,68,97,46
SDH2-2,271,308,330,317,264,169,161,99,73,147,59
SDH2-2,231,249,222,204,232,82,136,79,90,166,46
sds21,84,105,101,91,84,34,74,38,45,119,47
sds21,50,55,49,36,26,8,20,9,8,25,14
sec14,55,74,85,52,71,31,44,38,28,62,15
SEC14,498,679,621,540,528,165,338,231,221,423,153
sec61a,379,431,417,295,345,121,244,136,118,254,91
sec61a,7,13,10,10,6,2,7,3,4,5,0
sec61a,329,361,329,267,294,161,206,175,183,382,119
secA,22,33,49,19,24,42,23,33,31,83,31
secA,13,15,21,13,19,21,20,14,25,31,10
secA,320,337,373,247,366,119,264,130,136,299,101
secA,0,0,0,5,6,5,7,11,12,17,3
secG,12,19,11,9,5,3,4,4,2,14,4
secG,77,126,110,101,118,40,85,43,40,101,25
secG,92,124,112,70,80,23,52,43,38,86,24
secG,50,56,51,43,49,28,33,21,23,46,13
secG,6,7,14,4,8,2,7,1,1,6,2
44076,122,127,125,83,104,79,81,82,106,212,64
44076,332,387,329,388,455,382,364,433,472,932,327
44076,139,125,99,33,33,40,31,44,39,71,18
44076,333,293,266,371,412,76,203,85,100,241,95
serC,53,62,84,36,61,53,57,36,39,112,38
serC,193,232,237,254,279,141,169,135,147,315,95
serS,53,58,61,45,65,26,44,17,31,69,15
serS,8,9,8,5,10,6,6,8,4,13,5
setd3,40,52,51,40,48,9,30,12,9,28,7
SETD3,60,82,67,51,64,4,44,6,14,15,6
SETD4,41,58,84,47,60,18,38,22,41,64,19
SETD4,44,66,48,49,59,10,33,9,7,24,4
Setd4,67,92,82,102,114,54,78,69,69,153,38
Setd6,528,647,560,556,535,166,339,199,195,439,150
setd6,3,4,3,3,5,0,5,2,3,8,5
Setd6,2,7,4,2,5,2,2,8,3,11,3
Setd6,4,6,4,1,1,1,1,2,1,3,3
SF3B1,91,144,133,74,101,52,72,50,70,124,70
sf3b1,268,346,328,264,319,106,219,124,113,292,89
sf3b1,40,61,65,23,40,67,31,37,40,82,13
Shal,10,12,7,15,8,9,6,13,6,13,9
Shal,137,157,202,173,147,145,110,84,101,228,80
Shal,112,114,117,91,81,36,52,46,28,69,16
SHM4,457,439,412,483,504,204,289,187,227,392,157
SHM4,300,367,463,362,380,265,268,188,196,435,157
SHM4,53,50,46,47,48,26,36,31,24,72,18
shoc2,22,13,13,17,17,1,13,3,4,2,3
SHOC2,169,236,224,145,227,56,123,77,95,172,76
Slc24a1,2,4,7,0,16,4,11,3,3,11,3
Slc24a1,23,24,23,12,11,6,12,10,9,23,3
SLC24A2,46,58,72,42,73,18,40,15,24,24,15
SLC24A2,80,124,108,136,186,85,141,82,89,253,59
SLC25A17,288,403,355,404,372,190,252,190,165,344,111
SLC25A17,4,4,7,4,6,17,13,16,21,47,10
slc25a42,80,93,79,49,67,30,59,33,24,76,15
slc25a42,109,153,139,96,98,43,92,59,72,119,33
slc25a42,9,8,14,6,14,1,6,3,4,4,2
SLC32A1,66,92,79,111,152,57,111,64,61,132,45
slc32a1,102,126,145,101,130,58,74,40,61,131,31
Slc35a3,32,40,29,22,30,27,17,25,29,52,14
Slc35a3,44,71,61,39,28,37,24,44,53,102,32
Slc35a3,5,12,14,11,15,5,6,4,14,27,10
Slc35a3,17,29,22,27,11,13,11,9,6,15,2
Slc35a3,22,25,24,20,25,5,10,22,13,33,14
SLC38A1,14,8,7,7,14,33,14,23,24,67,19
Slc38a1,16,31,26,39,48,24,28,21,29,47,22
SLC38A11,159,218,169,137,144,46,108,62,76,114,48
Slc38a11,147,159,136,112,121,74,78,91,105,168,53
slc38a6,138,161,139,112,129,77,78,85,77,158,42
slc38a6,36,32,37,31,29,27,23,12,24,58,15
Slc44a2,85,95,91,89,101,57,64,46,57,98,48
slc44a2,141,194,168,141,124,109,122,97,125,188,83
SLC47A1,47,52,51,25,49,53,43,64,61,147,52
slc47a1,58,78,75,50,52,55,42,61,61,129,41
Slc4a1,65,80,91,31,52,38,41,44,45,61,31
Slc4a1,252,299,285,223,230,144,172,92,112,273,80
SLC8A1,225,243,255,234,334,226,230,237,216,477,149
Slc8a1,2,8,6,6,1,19,8,17,17,33,7
Slc8a1,4,11,8,5,9,11,8,19,16,31,10
Slc8a2,29,32,35,32,39,21,29,11,20,46,20
SLC8A2,11,22,10,18,13,18,14,10,14,24,13
Slc8a3,30,37,39,26,48,28,34,22,19,53,17
Slc8a3,65,101,98,106,117,57,60,37,33,98,44
slr0305,72,111,93,64,94,48,68,38,49,106,27
slr0305,137,118,106,89,105,29,58,30,35,65,18
slr0305,5,10,11,2,5,11,6,12,5,34,7
SmB,121,133,132,109,136,41,82,61,45,83,29
SmB,24,30,27,20,23,14,20,11,23,42,21
smc3,7,15,19,4,12,5,3,3,3,11,2
SMC3,65,80,65,44,35,14,22,15,13,30,16
smc3,60,60,57,59,59,44,33,41,55,112,34
Smyd3,7,10,21,10,20,15,16,15,9,20,6
Smyd3,817,873,756,682,725,104,408,133,112,240,82
Smyd3,268,304,273,227,193,146,169,170,154,292,119
Smyd3,35,68,69,42,28,59,34,42,49,117,35
sodA,158,148,165,137,131,51,101,70,63,120,33
sodA,58,66,85,41,56,31,38,29,33,56,10
SPAC56F8.03,57,82,131,28,68,59,59,39,58,101,19
SPAC56F8.03,123,181,167,126,142,127,100,133,135,280,94
Spag1,468,536,519,442,587,182,319,185,191,409,136
Spag1,129,176,174,161,194,34,83,47,41,118,34
SPAG1,9,9,8,11,5,80,19,78,54,133,56
SPBC21B10.07,22,35,40,31,27,2,18,3,3,4,2
SPBC21B10.07,65,98,88,71,89,83,68,70,69,167,49
SPBC21B10.07,79,89,92,51,118,18,62,18,16,49,10
SPBC21B10.07,385,444,408,143,178,126,150,129,132,269,92
SPON1,15,20,37,2,5,1,3,1,1,3,0
SPON1,111,151,193,66,118,35,68,48,58,111,37
Spon1,288,428,481,299,343,222,251,178,186,452,158
SPOPL,10,27,16,17,26,20,23,33,34,46,6
