Gene,Hw1-6a,Hw1-6b,Hw1-6c,Hw2-6b,Hw2-6c,Wt1-6a,Wt1-6b,Wt1-6c,Wt2-6a,Wt2-6b,Wt2-6c
inlA,110,140,165,92,154,93,87,83,74,185,75
inlA,33,37,53,25,51,58,48,34,45,102,25
IRX7,0,0,2,2,0,1,1,1,5,7,3
IRX7,108,146,123,58,86,34,50,40,39,82,24
K07C11.7,290,394,377,270,324,108,215,80,94,180,64
K07C11.7,24,38,34,57,47,29,40,24,35,64,16
K07C11.7,427,465,582,485,561,122,324,142,181,287,132
K07C11.7,129,163,143,152,156,45,119,48,68,93,35
katG,210,227,236,151,145,63,77,59,64,92,48
katG,89,124,79,141,151,88,107,110,108,197,80
KCNB2,86,132,131,106,130,33,79,26,42,61,26
KCNB2,71,102,93,89,90,28,45,14,15,38,8
Kcnh1,27,42,33,37,28,4,23,9,14,15,3
Kcnh1,74,100,128,76,125,15,53,19,14,38,12
Kcnh1,59,67,81,61,108,53,71,62,59,121,24
Kcnh1,27,35,49,35,26,22,42,26,32,57,19
KCNH2,119,151,151,122,83,27,56,34,27,84,31
KCNH2,63,90,89,57,68,16,43,25,31,59,19
Kcnh2,6,8,4,9,7,4,5,3,4,13,3
Kcnh2,151,200,190,165,200,123,129,89,125,191,65
Kcnh5,89,117,122,49,76,40,56,49,45,84,32
Kcnh5,82,112,96,66,96,40,59,34,47,92,26
Kcnh5,79,94,100,79,110,74,62,85,66,153,40
Kcnh5,8,6,7,5,6,8,11,15,15,36,4
KCNH5,24,36,29,25,21,15,15,9,24,26,11
Kcnh6,20,26,27,19,28,13,17,17,14,33,13
KCNH6,16,18,17,14,26,8,16,15,11,32,10
KCNH6,123,144,169,126,189,87,118,85,84,166,51
KCNH6,145,193,192,113,139,28,73,24,40,102,48
KCNH6,136,176,214,124,194,152,154,105,134,268,80
KCNH6,29,31,41,56,50,1,38,3,3,5,0
Kcnh7,50,61,69,44,80,14,55,14,16,27,4
Kcnh7,170,196,169,138,171,95,97,118,94,222,73
Kcnh7,90,132,103,102,93,32,63,32,34,82,23
Kcnh7,43,79,85,50,71,64,53,45,60,130,41
Kcnh7,90,149,190,98,171,47,134,45,49,81,30
KDELC1,28,29,33,47,44,11,22,17,9,29,27
Kdelc1,10,10,7,16,25,5,15,7,10,27,8
KDM1B,133,164,127,78,70,95,54,57,78,187,42
KDM1B,17,23,20,23,28,8,14,9,18,39,12
Ken-052,13,19,22,21,28,11,24,22,51,21,29
Ken-052,30,43,38,28,29,13,12,4,15,24,9
Khc,46,65,75,61,96,60,76,59,70,128,37
Khc,22,38,34,34,43,19,34,25,22,58,19
Khsrp,84,101,90,74,104,34,72,25,34,68,22
KHSRP,0,0,0,0,0,431,161,468,505,853,348
KIDINS220,39,43,23,27,27,18,17,17,13,29,6
Kidins220,8,22,22,12,21,7,16,3,4,9,2
kidins220,59,65,61,56,51,25,32,30,20,53,19
kidins220,10,6,17,12,9,14,5,7,14,31,8
kidins220,12,9,14,7,7,9,12,14,4,18,10
Kidins220,69,77,65,81,48,11,46,24,26,42,10
kidins220,35,50,54,44,42,11,31,11,15,44,8
kif1,186,262,308,164,231,103,146,67,84,180,68
kif1,24,33,35,24,44,24,36,20,19,60,15
kif1,143,187,148,154,195,80,122,84,94,173,57
kif1,37,43,54,59,67,11,25,8,9,18,13
kif1,16,22,23,56,38,20,35,30,25,55,15
kif1,63,88,80,134,161,55,106,48,51,141,44
kif1,122,136,116,81,142,31,86,25,37,49,25
KIF13B,195,251,253,196,239,108,185,89,98,253,61
KIF13B,84,128,122,123,197,72,122,67,62,173,46
KIF13B,4,4,7,7,18,7,14,3,12,9,5
kif19,308,329,301,233,277,71,169,96,74,175,49
kif19,105,138,136,74,92,37,57,41,42,105,23
kif19,152,217,165,223,260,111,160,109,130,249,85
Kif3a,20,50,43,32,39,11,21,7,11,24,5
KIF3A,107,151,182,126,207,8,106,13,9,19,6
KIF3A,211,205,214,140,162,54,122,79,85,139,47
KIF3A,197,226,250,176,284,62,145,59,48,116,49
KIF3A,168,200,209,177,194,140,168,163,160,321,116
KIN10,16,14,11,10,21,18,16,13,16,33,6
KIN10,61,76,52,42,65,16,33,15,27,37,14
KIN10,176,236,248,179,220,151,163,140,157,296,91
KIN14E,36,52,48,71,94,1,45,2,2,8,3
KIN14E,4,9,6,45,52,17,36,11,16,37,12
Klc1,0,1,0,0,1,0,0,0,3,1,0
Klc1,68,92,75,94,172,64,108,67,60,135,63
KLC1,8,7,8,12,12,3,2,4,7,17,7
KLC1,941,1006,988,1064,891,508,686,541,514,908,274
KLC3,78,79,69,71,59,32,51,24,28,38,12
KLC3,3,5,2,14,21,11,13,4,3,27,7
KLHL12,39,36,22,25,48,37,29,30,36,61,23
Klhl12,45,72,82,40,69,20,35,27,33,70,17
Klhl17,27,31,25,25,37,4,20,6,15,19,7
Klhl17,77,87,81,41,54,12,35,13,16,23,8
KLHL24,40,39,52,15,7,10,11,15,11,19,5
KLHL24,22,28,26,11,13,1,5,5,4,2,2
kmo,2,9,5,1,1,17,13,17,20,45,23
kmo,122,182,161,156,173,47,115,32,41,102,35
L96,1625,1933,1864,2254,2360,1174,1569,1108,1123,2294,849
L96,46,56,59,63,59,45,46,63,88,140,35
lacC,2,7,8,2,4,0,6,1,2,10,5
lacC,213,236,287,173,238,146,141,117,118,265,70
Lace1,146,177,212,133,192,77,125,61,56,112,23
Lace1,232,251,242,179,154,132,136,157,147,284,94
Lamb2,729,755,696,673,727,241,463,339,271,514,180
Lamb2,61,80,98,77,88,1,48,1,2,8,5
LCD,94,112,84,75,73,35,66,39,37,92,23
LCD,7,3,8,9,3,8,6,6,9,14,6
LDJ2,49,53,73,71,59,18,43,12,16,40,11
LDJ2,53,80,85,53,52,20,42,25,15,44,9
Lgmn,216,265,291,291,294,161,230,135,185,343,106
Lgmn,50,78,89,84,124,63,80,39,47,96,23
lgrC,16,14,12,15,15,11,10,9,17,39,9
lgrC,82,110,96,84,75,64,65,64,54,109,30
lgrC,12,26,18,17,32,24,23,30,42,92,20
LIP,9,21,15,13,11,26,9,42,50,55,27
LIP,104,121,116,59,90,29,60,33,35,98,25
LIP,86,93,91,74,60,17,37,9,16,34,20
LIP,20,18,25,7,4,5,5,10,15,33,8
Lrguk,58,67,61,58,72,29,49,23,30,64,14
LRGUK,53,52,62,51,85,44,48,35,44,74,15
Lrguk,70,85,90,68,108,40,60,43,47,96,39
LRRC15,5,12,1,0,0,2,2,2,5,16,4
Lrrc15,3,3,0,5,5,1,1,4,7,9,7
LRRC15,0,0,0,0,1,0,0,2,1,4,1
LRRC15,4,5,11,8,8,8,0,11,8,8,3
Lrrc15,0,0,0,8,8,5,9,3,12,9,8
LRRC15,13,6,3,2,0,0,0,5,7,21,9
lsrG,89,73,71,72,120,28,65,49,37,77,25
lsrG,25,28,25,40,40,13,25,29,13,28,5
lsrG,176,200,153,130,158,63,107,51,58,125,33
Lztr1,176,206,225,161,200,67,159,65,60,121,39
LZTR1,62,87,61,81,61,29,41,26,18,57,26
MAP1B,5,9,9,18,30,17,22,16,29,38,13
MAP1B,254,237,270,103,127,88,98,103,105,196,66
mat2b,31,39,25,53,47,21,25,23,22,50,16
mat2b,89,121,108,55,59,25,48,27,39,73,24
MCA1,33,32,27,33,30,13,27,21,16,38,11
MCA1,97,151,182,271,417,103,290,79,93,198,76
MCA1,1,2,2,3,0,1,1,0,3,3,0
Mcat,137,188,168,139,144,29,84,31,29,74,21
MCAT,649,787,707,625,741,322,480,335,360,779,250
Mcat,52,90,94,59,89,62,73,56,72,147,39
MCAT,268,366,326,467,481,209,274,180,187,349,118
MCAT,454,556,529,385,468,247,335,238,265,563,185
Mcat,181,233,197,344,414,57,280,52,59,154,48
MCAT,57,88,77,82,100,48,57,61,50,115,29
mco,42,56,36,57,52,31,35,44,37,83,30
mco,182,206,237,131,227,87,126,82,75,163,58
mdtL,20,25,29,19,16,6,8,5,4,11,2
mdtL,5,2,4,3,0,1,0,0,0,1,1
mdtL,16,20,24,24,27,21,14,19,19,53,15
mdtL,99,115,102,100,101,64,65,82,64,187,52
ME1,93,117,96,93,64,29,49,37,15,75,27
ME1,120,161,165,106,138,46,100,37,43,76,26
MEE40,329,464,455,285,387,254,281,215,205,495,154
MEE40,115,125,108,110,130,82,104,69,108,194,64
metG,109,121,151,109,112,72,93,80,78,196,58
metG,18,17,22,9,23,17,17,9,14,25,6
Mgat4c,39,92,55,64,73,37,44,34,44,76,23
MGAT4C,126,137,118,101,143,69,103,95,85,191,54
MGAT4C,26,27,34,11,12,7,18,5,3,9,5
Mgll,23,53,43,35,33,11,13,11,14,31,8
MGLL,88,120,142,99,118,27,64,42,32,70,31
mhkC,69,87,68,81,99,39,53,38,50,112,32
mhkC,86,122,133,23,29,21,18,15,12,32,12
mical1,81,119,130,70,57,21,55,17,29,67,28
mical1,78,110,97,73,119,19,70,23,28,48,17
MIMI_R795,4,4,6,6,3,3,2,1,3,11,3
MIMI_R795,80,113,124,97,144,65,68,69,64,157,40
MIP,56,65,65,75,58,30,56,32,25,41,17
MIP,76,58,75,60,82,32,43,42,36,106,27
MIR1,189,233,196,218,277,134,200,172,167,403,113
MIR1,38,37,35,32,26,19,17,31,22,54,26
mkkA,68,113,92,75,59,5,43,9,6,21,8
mkkA,69,83,78,43,48,21,31,23,14,29,10
ML2,60,85,56,40,49,51,41,40,54,75,31
ML2,54,49,51,43,60,24,38,32,22,49,30
ML3,161,161,194,118,115,99,105,64,67,162,40
ML3,239,231,271,194,221,114,157,88,85,172,56
ML3,10,11,13,6,12,14,12,10,9,25,6
ML3,44,54,82,50,55,7,28,8,5,19,12
ML3,37,57,67,47,73,25,52,30,36,57,25
ML4,70,79,76,62,61,39,41,28,32,72,16
ML4,63,68,62,64,60,24,38,34,39,80,25
ML4,98,109,136,86,192,57,131,71,70,112,46
ML4,21,21,17,14,29,40,20,29,24,57,14
ML4,63,91,75,59,59,21,46,25,35,40,15
ML4,195,209,208,184,268,127,173,141,139,230,76
ML4,106,121,104,103,160,65,108,77,69,151,55
ML5,8,11,4,8,9,22,21,21,19,35,5
ML5,32,61,60,62,136,63,93,55,60,124,41
ML5,66,85,89,59,94,21,58,20,25,55,14
ML5,51,79,58,32,40,14,36,19,19,40,6
ML5,0,0,1,1,0,0,0,1,1,2,0
ML5,148,159,178,141,235,60,119,84,85,151,54
mlkA,198,218,233,171,252,106,168,138,121,214,84
mlkA,51,77,69,48,91,44,59,36,55,99,43
mlkA,159,172,187,113,145,29,82,28,33,66,33
mmpL11,78,128,97,97,120,76,80,74,79,169,46
mmpL11,46,49,64,33,52,15,33,17,24,32,11
mmpL11,47,76,54,50,65,1,23,5,6,7,2
mns1,4,6,2,126,116,30,88,41,38,98,36
MNS1,6,26,10,77,108,39,55,33,35,92,37
MNS1,395,486,487,328,392,170,235,179,194,416,122
Mocos,231,311,295,246,318,150,240,152,137,349,123
Mocos,19,26,34,23,28,8,23,16,21,53,17
mok11,28,38,77,1,36,20,21,9,9,21,5
mok11,530,527,400,446,441,258,286,325,281,557,191
mov10b.2,15,7,14,13,19,15,9,16,17,30,15
mov10b.2,13,23,15,26,20,15,8,13,7,33,22
MPK4,21,29,26,36,32,16,32,26,18,48,23
MPK4,13,15,21,17,6,11,15,13,13,28,7
Mpped1,39,33,57,49,78,20,47,24,40,60,24
MPPED1,192,207,207,146,151,132,150,121,127,242,87
mqo,304,420,410,364,497,172,345,192,210,414,120
mqo,7,18,18,13,15,10,7,8,16,25,7
MRL1,79,83,117,65,90,48,65,50,52,85,27
MRL1,15,38,25,31,21,12,10,14,19,45,16
MRL1,10,8,9,13,8,6,3,1,11,18,6
MRL1,22,27,31,17,18,6,15,10,9,19,9
MRL1,153,187,160,98,123,52,91,78,51,107,27
MSL10,4,12,10,59,83,31,46,45,45,84,28
MSL10,63,77,106,55,70,22,54,21,32,44,17
MSRB5,110,127,122,77,85,53,60,47,47,100,27
MSRB5,81,94,78,49,44,21,40,34,20,62,19
MT2525,46,59,65,48,59,15,41,26,45,93,27
MT2525,17,21,26,21,19,1,12,0,2,6,1
mtcA2,16,24,31,15,28,17,14,14,26,46,13
mtcA2,265,349,426,385,534,329,364,314,303,735,206
mtcA2,117,168,178,86,83,22,61,32,31,74,18
mtcA2,113,177,179,129,233,78,149,87,98,164,30
mtcA2,105,132,135,170,261,121,198,124,133,287,72
mtcA2,87,123,107,90,129,69,97,61,93,177,52
mtcA2,60,95,119,85,76,34,64,37,48,125,39
mtcA2,1177,1692,2040,1020,1550,660,1043,722,815,1549,564
mtcA2,729,938,958,697,870,354,600,340,372,716,250
mtcA2,35,38,49,49,22,15,31,19,23,46,11
MTERF2,185,171,186,136,196,60,118,52,58,140,33
MTERF2,1,7,5,8,4,3,6,12,2,6,0
MTPC1,35,49,68,35,73,61,62,51,59,132,36
MTPC1,147,183,165,89,139,82,100,90,96,165,38
Mtpn,20,25,26,15,26,1,11,4,6,7,4
MTPN,8,8,7,5,7,6,9,13,13,28,7
MTR1,29,55,38,13,19,3,7,11,9,14,2
MTR1,36,49,48,44,43,7,15,2,6,6,2
MTR1,101,114,87,90,89,21,62,29,32,50,16
mycA,23,24,31,21,38,8,26,7,5,17,7
mycA,136,187,217,101,111,102,101,113,114,227,78
mycA,280,299,335,253,218,76,144,61,58,129,48
mycA,13,15,7,9,9,3,5,16,8,20,10
mycA,61,85,58,64,67,24,63,43,54,69,26
MYO2,37,44,43,50,41,15,25,20,21,38,12
MYO2,162,135,104,113,108,33,71,28,21,62,19
Naaa,11,24,35,13,11,5,7,5,7,19,5
NAAA,37,61,53,74,80,31,34,21,22,68,19
NaCP60E,77,86,89,79,96,45,65,40,42,90,35
NaCP60E,64,93,103,67,124,64,75,63,48,120,29
NaCP60E,171,250,275,211,240,123,160,94,84,207,43
NaCP60E,101,130,129,84,67,28,62,43,44,98,16
NAMPT,176,196,171,172,213,74,134,68,67,106,52
NAMPT,93,145,137,111,112,115,87,125,117,261,85
nasB,74,92,74,32,49,13,25,12,12,30,9
nasB,73,132,155,136,146,57,153,33,45,99,30
NCS1,15,17,23,7,11,6,4,2,1,4,3
NCS1,87,107,89,67,92,29,54,23,27,60,24
ndor1,153,231,241,192,307,151,234,140,145,336,92
ndor1,161,221,195,142,173,111,111,92,88,186,55
ndor1,351,427,438,284,392,115,206,147,125,248,108
ndor1,106,121,101,112,153,93,108,79,88,166,49
ndor1,100,81,71,52,54,7,42,14,17,37,6
NEIL3,202,210,184,164,180,38,128,39,49,90,27
NEIL3,188,237,201,183,195,100,153,105,104,241,62
NEIL3,172,241,251,175,201,71,132,66,94,174,65
NEK1,27,16,32,15,12,8,15,14,4,16,6
NEK1,2,0,0,2,1,52,22,46,51,124,31
NEK1,98,97,103,46,64,17,38,35,34,48,16
NEK1,532,657,693,589,662,379,423,357,387,713,262
NEK1,120,136,151,123,136,31,95,40,39,66,17
Nek1,79,85,79,67,74,18,52,20,13,40,17
Nek1,643,886,754,790,904,359,567,393,362,752,273
NEK1,51,75,84,66,102,45,59,34,46,71,29
nek3,30,35,25,31,15,8,14,20,23,46,19
NEK3,398,406,386,227,242,62,153,75,82,117,52
NEK3,41,47,65,36,54,22,30,21,34,57,17
nek3,120,151,150,109,127,104,108,93,103,197,69
NEK3,842,1015,988,590,714,341,481,344,367,782,255
Nek4,19,28,28,16,28,18,17,15,12,33,7
Nek4,84,89,96,105,165,83,129,50,63,123,46
Nek4,23,23,34,21,34,30,18,24,35,40,10
NEK5,0,0,0,0,0,40,7,66,67,133,61
NEK5,15,12,6,17,14,10,14,12,14,29,17
NEK5,0,0,0,0,0,2,0,2,8,19,13
NHD1,300,374,393,347,295,132,213,119,115,273,50
NHD1,148,229,241,149,151,101,129,80,101,183,47
NHD1,218,272,276,163,328,95,202,83,92,149,46
NHD1,69,76,74,74,104,51,84,50,44,128,46
NIP4-1,212,210,194,165,174,106,138,117,113,287,107
NIP4-1,153,190,183,183,203,251,190,252,286,612,240
nipblb,0,0,0,3,4,0,1,1,2,2,1
nipblb,26,37,34,38,23,18,26,29,19,41,16
nipblb,54,77,67,63,49,79,40,68,66,173,60
nipblb,199,244,261,182,191,97,122,104,88,163,59
nipblb,17,14,22,8,1,10,10,16,12,27,12
nipblb,4,10,5,8,7,15,8,4,14,12,8
NLRC3,11,15,15,9,16,4,5,1,3,7,4
NLRC3,25,32,30,21,31,12,14,9,13,21,4
NLRC3,122,174,196,168,161,48,108,54,44,99,36
Nlrc3,35,40,32,27,22,7,13,33,39,49,24
NLRC3,6,5,9,7,3,11,4,10,13,34,5
NLRC3,39,32,24,32,41,25,21,22,21,64,21
NLRC3,23,40,23,63,55,27,59,38,26,86,24
NLRC3,11,17,9,12,11,32,8,16,15,38,7
NLRC3,99,110,117,91,128,50,75,48,46,96,26
NLRC3,242,274,282,262,388,90,229,88,86,185,54
NLRC3,27,41,36,28,19,36,16,27,21,50,19
Nlrc3,1416,1521,1345,1631,1874,1169,1641,1714,2303,1574,1448
NLRC3,70,75,83,85,71,16,59,22,19,43,12
NLRC3,17,21,22,12,9,5,17,18,15,40,14
NLRC3,64,83,99,34,45,32,25,30,28,70,10
NLRC3,41,37,31,38,38,25,30,26,28,81,31
NLRC3,6,7,4,7,6,2,6,5,5,13,5
NLRC3,52,58,59,43,71,22,56,28,20,52,17
NLRC3,73,107,92,59,74,28,49,35,27,59,19
NLRC3,118,140,143,115,159,143,123,124,105,267,91
NLRC3,3,7,8,13,18,8,9,8,9,13,4
NLRC3,59,75,93,67,73,21,40,32,30,56,13
NLRC3,28,40,36,60,49,25,42,33,28,69,21
Nlrc3,99,108,103,83,113,42,82,62,79,150,59
Nlrc3,56,71,82,53,38,34,36,37,41,70,27
NLRC3,4,3,1,1,3,37,10,33,39,51,26
Nlrc3,9,9,4,7,2,43,7,35,32,58,35
NLRC3,25,36,35,6,8,1,6,0,2,6,4
NLRC3,5,8,4,5,5,0,3,4,3,12,3
NLRC3,8,10,6,3,7,8,7,2,6,15,3
NLRC3,5,9,9,11,10,3,8,16,9,12,7
NLRC3,23,28,43,55,59,23,38,22,18,53,14
NLRC3,17,19,16,17,21,11,17,3,8,22,11
NLRC3,8,16,15,7,8,23,13,18,14,45,11
NLRC3,25,45,39,22,24,8,14,12,12,15,5
NNT,329,511,547,272,488,192,336,149,175,387,128
NNT,9,20,11,7,4,8,11,7,17,18,8
No66,41,59,57,38,24,6,19,14,11,24,8
No66,4,6,9,4,8,8,7,3,5,12,5
nolO,3,4,3,1,1,1,2,1,0,10,10
nolO,5,3,3,1,3,17,3,21,24,48,11
nolO,108,141,104,71,61,63,60,95,65,164,63
norA,119,163,191,72,67,72,56,61,58,120,42
norA,162,195,194,142,232,79,129,53,76,159,43
norA,190,217,174,139,147,89,104,101,99,218,82
norA,58,89,96,62,69,39,57,31,66,117,51
Nova1,0,0,0,0,0,1,1,2,4,6,0
NOVA1,90,95,71,75,79,22,58,26,31,94,16
NPC1,490,557,563,457,507,187,308,190,187,443,141
NPC1,12,17,15,11,20,25,30,51,61,84,36
NPC1,22,17,13,7,18,53,33,63,80,136,38
NPF8.1,90,92,95,67,40,31,35,33,23,51,4
NPF8.1,72,114,113,101,137,102,114,82,94,207,59
Nphp3,0,0,0,4,1,1,2,0,3,6,5
nphp3,5,2,2,1,6,2,4,3,2,7,2
nphp3,4,9,7,6,10,5,7,11,15,29,17
NPHP3,1,2,6,4,5,1,3,1,5,9,9
NPHP3,21,25,34,35,26,1,20,3,0,2,0
Nphp3,181,235,244,222,298,70,146,64,96,186,55
nphp3,15,16,20,2,7,1,1,2,3,7,5
NPHP3,20,21,27,8,17,19,10,15,20,36,6
Nphp3,88,119,111,88,136,54,78,65,57,131,33
NPHP3,10,7,8,44,72,32,65,39,33,87,31
nphp3,109,110,115,96,124,84,80,57,80,152,46
NPHP3,72,98,115,107,144,4,60,10,21,54,17
NPHP3,26,17,11,22,15,10,14,16,10,40,6
NRT2.5,130,161,187,145,189,59,107,57,63,109,41
NRT2.5,28,37,46,16,29,23,20,37,40,106,60
NRT2.5,1748,1861,1851,2083,1491,576,1011,489,430,902,228
NRT2.5,128,132,117,128,88,53,80,83,55,142,34
NRT2.5,44,40,46,34,59,35,38,25,29,65,16
NRT2.5,33,44,40,51,35,15,12,20,42,43,38
NSUN2,7,20,17,43,37,44,35,34,26,93,25
NSUN2,6,11,19,3,23,22,20,17,27,49,14
NUP116,25,36,38,14,11,58,41,61,76,126,27
NUP116,121,148,179,102,152,39,91,53,57,145,38
NUP116,152,232,250,196,228,112,142,80,94,184,69
och1,33,28,30,18,14,2,11,6,7,12,7
OCH1,215,267,231,199,164,63,95,48,35,91,23
ODA11,31,50,45,33,51,17,35,44,62,120,39
ODA11,1,0,2,3,9,1,1,2,1,2,0
ODA11,47,58,49,96,128,30,93,49,39,109,48
ODA11,3,1,3,2,10,0,1,5,9,12,7
ODA11,2,3,5,2,10,6,4,15,16,28,5
ODA4,0,0,3,0,6,3,1,0,3,3,0
ODA4,10,13,41,1,39,40,24,26,32,42,13
OGFOD2,71,100,89,130,136,31,82,25,34,58,14
ogfod2,63,58,69,70,78,19,36,18,26,57,15
Os02g0149800,161,194,165,172,180,175,133,187,178,351,105
Os02g0149800,293,339,339,250,241,67,158,75,63,175,78
Os02g0149800,70,81,91,73,70,60,63,65,52,111,54
Os05g0155601,46,65,74,44,87,13,47,16,22,40,12
Os05g0155601,206,220,247,141,141,59,112,66,85,138,34
Os06g0160700,33,46,46,33,43,17,27,20,34,51,16
Os06g0160700,49,104,119,63,95,60,77,58,57,131,39
Os06g0160700,77,90,130,82,114,41,95,41,34,93,23
Os07g0566200,15,14,16,12,14,11,14,5,9,19,4
Os07g0566200,84,81,99,63,70,37,43,30,29,73,17
Os07g0566200,108,131,125,183,200,85,115,77,99,196,64
osm1,97,143,200,85,213,3,110,14,39,83,39
osm1,240,276,312,190,186,98,154,91,165,289,99
osm1,130,152,126,102,104,31,84,40,42,92,28
osm1,303,354,442,445,623,245,476,258,283,590,223
osm1,1,0,0,0,0,0,3,1,23,82,66
ovca2,260,242,236,159,217,134,176,110,132,252,92
ovca2,70,85,79,54,77,22,46,33,30,63,21
p2xD,65,71,74,49,76,31,43,48,37,82,34
p2xD,149,170,157,165,142,83,135,82,87,193,59
pab1,18,13,21,7,9,9,7,8,7,20,4
PAB1,151,176,223,131,242,60,174,69,64,141,40
PAB1,237,329,281,208,234,156,161,171,146,346,104
Pacrg,320,341,334,286,382,104,243,153,142,265,89
Pacrg,617,765,735,629,734,307,482,306,325,712,301
Pacrg,267,272,265,219,239,129,179,168,160,266,94
panB,16,26,22,9,6,10,10,9,4,13,4
panB,164,255,288,145,229,77,127,71,63,145,64
PAO,68,84,89,82,114,31,88,48,43,100,32
PAO,52,58,59,50,56,37,56,35,51,96,20
PAO,30,37,36,20,43,42,35,36,39,84,36
PAP22,81,110,86,71,111,46,81,47,53,137,44
PAP22,511,574,600,520,490,256,376,273,264,547,199
Parg,82,100,105,64,108,36,67,34,47,90,26
PARG,30,41,40,44,65,22,36,20,23,48,21
PARP11,10,7,7,12,18,22,17,33,22,47,5
Parp11,52,73,59,35,46,23,26,16,21,46,15
PARP11,125,160,167,97,129,117,91,103,110,243,74
Parp11,16,18,20,22,21,37,33,50,47,94,5
Parp12,20,23,22,22,22,13,12,17,14,40,8
Parp12,89,85,85,93,105,48,68,51,57,131,43
PARP12,7,2,1,27,12,9,6,5,10,11,9
patB,42,36,35,30,20,14,32,31,25,70,16
patB,201,299,380,209,395,148,236,161,124,275,65
Pcmtd1,111,142,129,105,123,87,86,80,66,156,57
PCMTD1,33,50,39,7,13,5,9,3,7,8,2
PCNA,216,233,163,194,178,151,136,132,136,247,127
PCNA,16,6,22,39,23,27,26,16,13,38,12
PCNA,1021,970,884,995,1182,470,810,528,476,925,320
pcp,62,64,42,40,51,14,28,18,21,36,9
pcp,14,12,11,4,5,3,10,7,5,13,10
PCS3,134,158,149,111,89,48,70,59,42,113,28
PCS3,54,68,100,53,54,22,43,17,26,57,17
PCSK5,227,233,219,153,144,115,97,79,69,186,73
Pcsk5,182,213,201,158,162,82,82,60,95,147,50
PD_1893,111,123,112,79,89,112,71,96,99,197,77
PD_1893,49,51,66,60,55,8,36,10,17,21,9
Pde9a,70,64,70,52,63,77,63,79,83,218,77
PDE9A,63,118,106,49,138,71,84,59,63,109,37
PDE9A,111,123,152,137,178,65,106,84,82,151,45
Pdi,57,72,71,45,74,38,50,49,45,95,37
Pdi,28,19,21,30,25,5,18,2,1,3,4
PDI,73,79,67,71,57,30,38,30,31,73,24
Pdi,127,148,125,62,59,37,40,32,37,69,19
PDIL1-4,146,184,201,133,124,29,71,28,24,70,15
PDIL1-4,341,460,367,283,283,49,144,58,54,126,52
PDK2,273,270,297,226,260,114,164,100,121,267,68
PDK2,84,94,59,58,56,17,46,12,14,33,16
PDK4,110,124,122,56,81,28,57,16,22,45,12
Pdk4,50,60,37,55,77,40,57,49,45,119,20
PDK4,10,10,7,13,7,9,4,7,6,15,8
pds,34,49,76,36,34,40,52,52,68,115,31
PDS,62,51,58,62,68,33,48,33,37,80,26
pdx1,27,44,57,35,68,14,35,16,8,23,5
pdx1,45,51,61,33,62,87,108,145,188,296,104
Pepd,5,6,6,2,7,4,1,4,5,10,3
PEPD,25,32,28,24,29,14,22,20,18,38,16
PEPKR2,2,3,5,10,10,2,9,7,2,18,3
PEPKR2,172,211,186,160,146,62,103,70,53,134,45
PEPKR2,71,83,76,19,44,44,35,46,33,98,27
per,22,21,18,26,16,7,10,14,16,26,10
per,20,33,18,29,20,11,15,13,14,29,11
per,28,33,40,42,44,13,37,19,25,54,16
PETH,67,110,113,232,366,92,238,100,110,209,54
PETH,414,434,484,444,474,256,323,271,230,553,185
PETH,157,155,163,81,79,38,67,29,36,72,38
PETH,14,18,12,20,15,16,12,11,12,31,7
PETH,608,717,769,755,894,527,672,432,534,1076,380
PF11_0240,12,24,16,38,23,14,18,20,12,24,8
PF11_0240,0,0,0,0,0,81,16,68,46,73,0
PF11_0240,6,14,7,2,10,6,7,8,14,19,8
PF13_0198,249,328,294,286,360,196,235,208,196,406,131
PF13_0198,45,79,126,40,114,47,54,31,32,60,29
PF13_0198,57,73,58,52,71,32,59,37,58,103,21
PF13_0198,5,6,9,4,9,0,0,0,0,0,0
PF13_0198,23,28,29,12,13,26,22,71,71,128,31
PF13_0198,109,124,149,98,152,62,99,43,61,100,36
PF13_0198,240,360,285,258,282,112,204,91,102,203,73
PF13_0198,9,18,18,11,22,32,8,13,19,48,16
PF13_0198,259,340,302,322,364,163,277,208,190,340,134
PF13_0198,34,33,42,31,64,28,43,33,31,59,17
PF13_0198,40,38,52,58,91,40,52,29,45,92,35
PF13_0198,188,238,208,153,186,52,101,83,77,139,47
PF13_0198,10,8,6,10,13,2,11,5,9,11,4
PF13_0198,11,23,11,20,10,10,7,17,14,29,6
PF13_0198,18,24,21,24,32,6,33,5,15,27,11
PF13_0198,104,105,124,104,174,83,102,82,81,182,51
PF13_0198,142,178,219,137,205,102,130,96,93,180,34
PF13_0198,135,211,207,158,197,85,139,72,78,163,70
PF13_0198,29,37,51,24,55,31,33,24,23,44,16
PF13_0198,172,291,263,221,332,153,222,118,147,280,102
PF13_0198,118,160,143,111,101,60,66,57,49,115,32
PFK5,116,120,135,32,50,26,35,36,43,61,20
PFK5,48,52,60,54,67,61,53,83,73,129,53
PFOR,67,83,58,60,81,38,40,21,31,55,21
PFOR,166,137,147,312,317,301,303,333,304,625,201
PFOR,705,976,800,493,786,346,449,272,321,667,227
PFOR,142,157,151,32,34,3,24,9,7,20,8
PFOR,27,29,56,9,22,2,7,4,2,8,7
PFOR,49,55,46,58,58,32,42,33,23,61,30
PGA,57,71,72,69,63,24,51,29,32,56,15
